"utterance","item","speaker_belief","prob"
"BARE-dances-?","Jayden_L","dances",0.101068514996017
"BARE-dances-?","Jayden_L","doesnt_dance",0.898931485003983
"BARE-dances-?","Jon_H","dances",0.826468102014378
"BARE-dances-?","Jon_H","doesnt_dance",0.173531897985622
"BARE-dances-?","Jon_L","dances",0.163002659898693
"BARE-dances-?","Jon_L","doesnt_dance",0.836997340101307
"BARE-dances-?","Josh_H","dances",0.559185291071535
"BARE-dances-?","Josh_H","doesnt_dance",0.440814708928464
"BARE-dances-?","Josh_L","dances",0.164349012587111
"BARE-dances-?","Josh_L","doesnt_dance",0.83565098741289
"BARE-dances-?","Josie_H","dances",0.800700921367721
"BARE-dances-?","Josie_H","doesnt_dance",0.199299078632278
"BARE-dances-?","Josie_L","dances",0.0511239611271007
"BARE-dances-?","Josie_L","doesnt_dance",0.948876038872899
"BARE-dances-?","Julian_H","dances",0.632507216203582
"BARE-dances-?","Julian_H","doesnt_dance",0.367492783796418
"BARE-dances-?","Julian_L","dances",0.367338717430983
"BARE-dances-?","Julian_L","doesnt_dance",0.632661282569017
"BARE-dances-?","Mary_H","dances",0.889120060634072
"BARE-dances-?","Mary_H","doesnt_dance",0.110879939365928
"BARE-dances-?","Mary_L","dances",0.151778545483851
"BARE-dances-?","Mary_L","doesnt_dance",0.848221454516149
"BARE-dances-?","Olivia_H","dances",0.717045800292797
"BARE-dances-?","Olivia_H","doesnt_dance",0.282954199707203
"BARE-dances-?","Olivia_L","dances",0.136049373075865
"BARE-dances-?","Olivia_L","doesnt_dance",0.863950626924135
"BARE-dances-?","Owen_H","dances",0.815755033431261
"BARE-dances-?","Owen_H","doesnt_dance",0.184244966568739
"BARE-dances-?","Owen_L","dances",0.213108703031448
"BARE-dances-?","Owen_L","doesnt_dance",0.786891296968552
"BARE-dances-?","Tony_H","dances",0.81666434678515
"BARE-dances-?","Tony_H","doesnt_dance",0.18333565321485
"BARE-dances-?","Tony_L","dances",0.145556381582493
"BARE-dances-?","Tony_L","doesnt_dance",0.854443618417507
"BARE-dances-?","Zoe_H","dances",0.81517052605068
"BARE-dances-?","Zoe_H","doesnt_dance",0.18482947394932
"BARE-dances-?","Zoe_L","dances",0.117165970043413
"BARE-dances-?","Zoe_L","doesnt_dance",0.882834029956587
"know-dances-?","Charley_H","dances",0.83289213356875
"know-dances-?","Charley_H","doesnt_dance",0.16710786643125
"know-dances-?","Charley_L","dances",0.346029920580478
"know-dances-?","Charley_L","doesnt_dance",0.653970079419522
"know-dances-?","Danny_H","dances",0.739019982902436
"know-dances-?","Danny_H","doesnt_dance",0.260980017097564
"know-dances-?","Danny_L","dances",0.348973766478523
"know-dances-?","Danny_L","doesnt_dance",0.651026233521477
"know-dances-?","Emily_H","dances",0.618047970892182
"know-dances-?","Emily_H","doesnt_dance",0.381952029107818
"know-dances-?","Emily_L","dances",0.209179526460035
"know-dances-?","Emily_L","doesnt_dance",0.790820473539965
"know-dances-?","Emma_H","dances",0.72464805024451
"know-dances-?","Emma_H","doesnt_dance",0.27535194975549
"know-dances-?","Emma_L","dances",0.392654646874359
"know-dances-?","Emma_L","doesnt_dance",0.607345353125641
"know-dances-?","Frank_H","dances",0.723726350560141
"know-dances-?","Frank_H","doesnt_dance",0.276273649439859
"know-dances-?","Frank_L","dances",0.230004282222864
"know-dances-?","Frank_L","doesnt_dance",0.769995717777135
"know-dances-?","Grace_H","dances",0.820339575931855
"know-dances-?","Grace_H","doesnt_dance",0.179660424068145
"know-dances-?","Grace_L","dances",0.315531758001455
"know-dances-?","Grace_L","doesnt_dance",0.684468241998545
"know-dances-?","Isabella_H","dances",0.578047500279312
"know-dances-?","Isabella_H","doesnt_dance",0.421952499720689
"know-dances-?","Isabella_L","dances",0.178305645277364
"know-dances-?","Isabella_L","doesnt_dance",0.821694354722636
"know-dances-?","Jackson_H","dances",0.807158880215259
"know-dances-?","Jackson_H","doesnt_dance",0.192841119784741
"know-dances-?","Jackson_L","dances",0.248526156104249
"know-dances-?","Jackson_L","doesnt_dance",0.75147384389575
"know-dances-?","Jayden_H","dances",0.730852356076596
"know-dances-?","Jayden_H","doesnt_dance",0.269147643923404
"know-dances-?","Jayden_L","dances",0.236781901451788
"know-dances-?","Jayden_L","doesnt_dance",0.763218098548211
"know-dances-?","Jon_H","dances",0.790594928102044
"know-dances-?","Jon_H","doesnt_dance",0.209405071897956
"know-dances-?","Jon_L","dances",0.302744497829402
"know-dances-?","Jon_L","doesnt_dance",0.697255502170598
"know-dances-?","Josh_H","dances",0.602615668976701
"know-dances-?","Josh_H","doesnt_dance",0.397384331023299
"know-dances-?","Josh_L","dances",0.304043944962076
"know-dances-?","Josh_L","doesnt_dance",0.695956055037925
"know-dances-?","Josie_H","dances",0.770946089509101
"know-dances-?","Josie_H","doesnt_dance",0.229053910490899
"know-dances-?","Josie_L","dances",0.16783213023143
"know-dances-?","Josie_L","doesnt_dance",0.83216786976857
"know-dances-?","Julian_H","dances",0.652285313556428
"know-dances-?","Julian_H","doesnt_dance",0.347714686443572
"know-dances-?","Julian_L","dances",0.469509680126321
"know-dances-?","Julian_L","doesnt_dance",0.530490319873679
"know-dances-?","Mary_H","dances",0.84200455324194
"know-dances-?","Mary_H","doesnt_dance",0.15799544675806
"know-dances-?","Mary_L","dances",0.291730937335521
"know-dances-?","Mary_L","doesnt_dance",0.708269062664479
"know-dances-?","Olivia_H","dances",0.71050774205928
"know-dances-?","Olivia_H","doesnt_dance",0.28949225794072
"know-dances-?","Olivia_L","dances",0.275695120325245
"know-dances-?","Olivia_L","doesnt_dance",0.724304879674755
"know-dances-?","Owen_H","dances",0.782346164792779
"know-dances-?","Owen_H","doesnt_dance",0.217653835207221
"know-dances-?","Owen_L","dances",0.348535654308708
"know-dances-?","Owen_L","doesnt_dance",0.651464345691292
"know-dances-?","Tony_H","dances",0.783041678954806
"know-dances-?","Tony_H","doesnt_dance",0.216958321045194
"know-dances-?","Tony_L","dances",0.285476948207277
"know-dances-?","Tony_L","doesnt_dance",0.714523051792723
"know-dances-?","Zoe_H","dances",0.781899524076156
"know-dances-?","Zoe_H","doesnt_dance",0.218100475923844
"know-dances-?","Zoe_L","dances",0.255332777433399
"know-dances-?","Zoe_L","doesnt_dance",0.744667222566601
"know-doesnt_dance-?","Charley_H","dances",0.740686083693122
"know-doesnt_dance-?","Charley_H","doesnt_dance",0.259313916306878
"know-doesnt_dance-?","Charley_L","dances",0.238149002457277
"know-doesnt_dance-?","Charley_L","doesnt_dance",0.761850997542723
"know-doesnt_dance-?","Danny_H","dances",0.627269196555276
"know-doesnt_dance-?","Danny_H","doesnt_dance",0.372730803444724
"know-doesnt_dance-?","Danny_L","dances",0.240658088791588
"know-doesnt_dance-?","Danny_L","doesnt_dance",0.759341911208412
"know-doesnt_dance-?","Emily_H","dances",0.495417756707595
"know-doesnt_dance-?","Emily_H","doesnt_dance",0.504582243292405
"know-doesnt_dance-?","Emily_L","dances",0.129329857015207
"know-doesnt_dance-?","Emily_L","doesnt_dance",0.870670142984793
"know-doesnt_dance-?","Emma_H","dances",0.610891601193806
"know-doesnt_dance-?","Emma_H","doesnt_dance",0.389108398806194
"know-doesnt_dance-?","Emma_L","dances",0.278638307659839
"know-doesnt_dance-?","Emma_L","doesnt_dance",0.721361692340161
"know-doesnt_dance-?","Frank_H","dances",0.609848709388299
"know-doesnt_dance-?","Frank_H","doesnt_dance",0.390151290611701
"know-doesnt_dance-?","Frank_L","dances",0.14482613984068
"know-doesnt_dance-?","Frank_L","doesnt_dance",0.85517386015932
"know-doesnt_dance-?","Grace_H","dances",0.72475109346485
"know-doesnt_dance-?","Grace_H","doesnt_dance",0.27524890653515
"know-doesnt_dance-?","Grace_L","dances",0.212545737198062
"know-doesnt_dance-?","Grace_L","doesnt_dance",0.787454262801938
"know-doesnt_dance-?","Isabella_H","dances",0.454418384929476
"know-doesnt_dance-?","Isabella_H","doesnt_dance",0.545581615070524
"know-doesnt_dance-?","Isabella_L","dances",0.107137217692521
"know-doesnt_dance-?","Isabella_L","doesnt_dance",0.892862782307479
"know-doesnt_dance-?","Jackson_H","dances",0.708309293905628
"know-doesnt_dance-?","Jackson_H","doesnt_dance",0.291690706094372
"know-doesnt_dance-?","Jackson_L","dances",0.15894956539824
"know-doesnt_dance-?","Jackson_L","doesnt_dance",0.84105043460176
"know-doesnt_dance-?","Jayden_H","dances",0.617934745035339
"know-doesnt_dance-?","Jayden_H","doesnt_dance",0.382065254964662
"know-doesnt_dance-?","Jayden_L","dances",0.149957706265847
"know-doesnt_dance-?","Jayden_L","doesnt_dance",0.850042293734153
"know-doesnt_dance-?","Jon_H","dances",0.688033483851614
"know-doesnt_dance-?","Jon_H","doesnt_dance",0.311966516148386
"know-doesnt_dance-?","Jon_L","dances",0.2020284446456
"know-doesnt_dance-?","Jon_L","doesnt_dance",0.7979715553544
"know-doesnt_dance-?","Josh_H","dances",0.479463082820079
"know-doesnt_dance-?","Josh_H","doesnt_dance",0.52053691717992
"know-doesnt_dance-?","Josh_L","dances",0.203091203326375
"know-doesnt_dance-?","Josh_L","doesnt_dance",0.796908796673624
"know-doesnt_dance-?","Josie_H","dances",0.664488067501738
"know-doesnt_dance-?","Josie_H","doesnt_dance",0.335511932498262
"know-doesnt_dance-?","Josie_L","dances",0.0998293748281755
"know-doesnt_dance-?","Josie_L","doesnt_dance",0.900170625171824
"know-doesnt_dance-?","Julian_H","dances",0.531458549847645
"know-doesnt_dance-?","Julian_H","doesnt_dance",0.468541450152355
"know-doesnt_dance-?","Julian_L","dances",0.34871095723878
"know-doesnt_dance-?","Julian_L","doesnt_dance",0.651289042761221
"know-doesnt_dance-?","Mary_H","dances",0.752436660340223
"know-doesnt_dance-?","Mary_H","doesnt_dance",0.247563339659777
"know-doesnt_dance-?","Mary_L","dances",0.193076368550768
"know-doesnt_dance-?","Mary_L","doesnt_dance",0.806923631449232
"know-doesnt_dance-?","Olivia_H","dances",0.594986792605143
"know-doesnt_dance-?","Olivia_H","doesnt_dance",0.405013207394858
"know-doesnt_dance-?","Olivia_L","dances",0.180222451782341
"know-doesnt_dance-?","Olivia_L","doesnt_dance",0.819777548217659
"know-doesnt_dance-?","Owen_H","dances",0.678085037398765
"know-doesnt_dance-?","Owen_H","doesnt_dance",0.321914962601235
"know-doesnt_dance-?","Owen_L","dances",0.240284265631423
"know-doesnt_dance-?","Owen_L","doesnt_dance",0.759715734368577
"know-doesnt_dance-?","Tony_H","dances",0.678920217672485
"know-doesnt_dance-?","Tony_H","doesnt_dance",0.321079782327515
"know-doesnt_dance-?","Tony_L","dances",0.188037613812272
"know-doesnt_dance-?","Tony_L","doesnt_dance",0.811962386187728
"know-doesnt_dance-?","Zoe_H","dances",0.677549055270721
"know-doesnt_dance-?","Zoe_H","doesnt_dance",0.322450944729279
"know-doesnt_dance-?","Zoe_L","dances",0.164218008325665
"know-doesnt_dance-?","Zoe_L","doesnt_dance",0.835781991674335
"think-dances-?","Charley_H","dances",0.825095658005713
"think-dances-?","Charley_H","doesnt_dance",0.174904341994287
"think-dances-?","Charley_L","dances",0.258929483284056
"think-dances-?","Charley_L","doesnt_dance",0.741070516715944
"think-dances-?","Danny_H","dances",0.713292173502839
"think-dances-?","Danny_H","doesnt_dance",0.286707826497161
"think-dances-?","Danny_L","dances",0.261944057837127
"think-dances-?","Danny_L","doesnt_dance",0.738055942162873
"think-dances-?","Emily_H","dances",0.566990911679796
"think-dances-?","Emily_H","doesnt_dance",0.433009088320204
"think-dances-?","Emily_L","dances",0.131271784143648
"think-dances-?","Emily_L","doesnt_dance",0.868728215856353
"think-dances-?","Emma_H","dances",0.695923833511414
"think-dances-?","Emma_H","doesnt_dance",0.304076166488586
"think-dances-?","Emma_L","dances",0.307758060726445
"think-dances-?","Emma_L","doesnt_dance",0.692241939273555
"think-dances-?","Frank_H","dances",0.694808914753533
"think-dances-?","Frank_H","doesnt_dance",0.305191085246466
"think-dances-?","Frank_L","dances",0.148925560056949
"think-dances-?","Frank_L","doesnt_dance",0.851074439943051
"think-dances-?","Grace_H","dances",0.810399022714542
"think-dances-?","Grace_H","doesnt_dance",0.189600977285458
"think-dances-?","Grace_L","dances",0.228291257111679
"think-dances-?","Grace_L","doesnt_dance",0.771708742888321
"think-dances-?","Isabella_H","dances",0.519098216872983
"think-dances-?","Isabella_H","doesnt_dance",0.480901783127017
"think-dances-?","Isabella_L","dances",0.106454256270341
"think-dances-?","Isabella_L","doesnt_dance",0.893545743729659
"think-dances-?","Jackson_H","dances",0.794858828165559
"think-dances-?","Jackson_H","doesnt_dance",0.205141171834441
"think-dances-?","Jackson_L","dances",0.165210699404144
"think-dances-?","Jackson_L","doesnt_dance",0.834789300595856
"think-dances-?","Jayden_H","dances",0.703425715165114
"think-dances-?","Jayden_H","doesnt_dance",0.296574284834886
"think-dances-?","Jayden_L","dances",0.154822485561716
"think-dances-?","Jayden_L","doesnt_dance",0.845177514438284
"think-dances-?","Jon_H","dances",0.775195977149529
"think-dances-?","Jon_H","doesnt_dance",0.224804022850471
"think-dances-?","Jon_L","dances",0.215783675175122
"think-dances-?","Jon_L","doesnt_dance",0.784216324824878
"think-dances-?","Josh_H","dances",0.548457738608193
"think-dances-?","Josh_H","doesnt_dance",0.451542261391807
"think-dances-?","Josh_L","dances",0.217045158523154
"think-dances-?","Josh_L","doesnt_dance",0.782954841476845
"think-dances-?","Josie_H","dances",0.751713281247158
"think-dances-?","Josie_H","doesnt_dance",0.248286718752841
"think-dances-?","Josie_L","dances",0.0984210758631753
"think-dances-?","Josie_L","doesnt_dance",0.901578924136824
"think-dances-?","Julian_H","dances",0.608294161754356
"think-dances-?","Julian_H","doesnt_dance",0.391705838245644
"think-dances-?","Julian_L","dances",0.392608161847638
"think-dances-?","Julian_L","doesnt_dance",0.607391838152362
"think-dances-?","Mary_H","dances",0.83569315521467
"think-dances-?","Mary_H","doesnt_dance",0.16430684478533
"think-dances-?","Mary_L","dances",0.20518074420534
"think-dances-?","Mary_L","doesnt_dance",0.79481925579466
"think-dances-?","Olivia_H","dances",0.678808894850731
"think-dances-?","Olivia_H","doesnt_dance",0.321191105149269
"think-dances-?","Olivia_L","dances",0.190035407489785
"think-dances-?","Olivia_L","doesnt_dance",0.809964592510215
"think-dances-?","Owen_H","dances",0.765356377095632
"think-dances-?","Owen_H","doesnt_dance",0.234643622904368
"think-dances-?","Owen_L","dances",0.261494805062129
"think-dances-?","Owen_L","doesnt_dance",0.738505194937871
"think-dances-?","Tony_H","dances",0.766187126254661
"think-dances-?","Tony_H","doesnt_dance",0.233812873745339
"think-dances-?","Tony_L","dances",0.199232055321155
"think-dances-?","Tony_L","doesnt_dance",0.800767944678845
"think-dances-?","Zoe_H","dances",0.76482278936252
"think-dances-?","Zoe_H","doesnt_dance",0.23517721063748
"think-dances-?","Zoe_L","dances",0.171327871174665
"think-dances-?","Zoe_L","doesnt_dance",0.828672128825335
"think-doesnt_dance-?","Charley_H","dances",0.825095658005713
"think-doesnt_dance-?","Charley_H","doesnt_dance",0.174904341994287
"think-doesnt_dance-?","Charley_L","dances",0.258929483284056
"think-doesnt_dance-?","Charley_L","doesnt_dance",0.741070516715944
"think-doesnt_dance-?","Danny_H","dances",0.713292173502839
"think-doesnt_dance-?","Danny_H","doesnt_dance",0.286707826497161
"think-doesnt_dance-?","Danny_L","dances",0.261944057837127
"think-doesnt_dance-?","Danny_L","doesnt_dance",0.738055942162873
"think-doesnt_dance-?","Emily_H","dances",0.566990911679796
"think-doesnt_dance-?","Emily_H","doesnt_dance",0.433009088320204
"think-doesnt_dance-?","Emily_L","dances",0.131271784143648
"think-doesnt_dance-?","Emily_L","doesnt_dance",0.868728215856353
"think-doesnt_dance-?","Emma_H","dances",0.695923833511414
"think-doesnt_dance-?","Emma_H","doesnt_dance",0.304076166488586
"think-doesnt_dance-?","Emma_L","dances",0.307758060726445
"think-doesnt_dance-?","Emma_L","doesnt_dance",0.692241939273555
"think-doesnt_dance-?","Frank_H","dances",0.694808914753533
"think-doesnt_dance-?","Frank_H","doesnt_dance",0.305191085246466
"think-doesnt_dance-?","Frank_L","dances",0.148925560056949
"think-doesnt_dance-?","Frank_L","doesnt_dance",0.851074439943051
"think-doesnt_dance-?","Grace_H","dances",0.810399022714542
"think-doesnt_dance-?","Grace_H","doesnt_dance",0.189600977285458
"think-doesnt_dance-?","Grace_L","dances",0.228291257111679
"think-doesnt_dance-?","Grace_L","doesnt_dance",0.771708742888321
"think-doesnt_dance-?","Isabella_H","dances",0.519098216872983
"think-doesnt_dance-?","Isabella_H","doesnt_dance",0.480901783127017
"think-doesnt_dance-?","Isabella_L","dances",0.106454256270341
"think-doesnt_dance-?","Isabella_L","doesnt_dance",0.893545743729659
"think-doesnt_dance-?","Jackson_H","dances",0.794858828165559
"think-doesnt_dance-?","Jackson_H","doesnt_dance",0.205141171834441
"think-doesnt_dance-?","Jackson_L","dances",0.165210699404144
"think-doesnt_dance-?","Jackson_L","doesnt_dance",0.834789300595856
"think-doesnt_dance-?","Jayden_H","dances",0.703425715165114
"think-doesnt_dance-?","Jayden_H","doesnt_dance",0.296574284834886
"think-doesnt_dance-?","Jayden_L","dances",0.154822485561716
"think-doesnt_dance-?","Jayden_L","doesnt_dance",0.845177514438284
"think-doesnt_dance-?","Jon_H","dances",0.775195977149529
"think-doesnt_dance-?","Jon_H","doesnt_dance",0.224804022850471
"think-doesnt_dance-?","Jon_L","dances",0.215783675175122
"think-doesnt_dance-?","Jon_L","doesnt_dance",0.784216324824878
"think-doesnt_dance-?","Josh_H","dances",0.548457738608193
"think-doesnt_dance-?","Josh_H","doesnt_dance",0.451542261391807
"think-doesnt_dance-?","Josh_L","dances",0.217045158523154
"think-doesnt_dance-?","Josh_L","doesnt_dance",0.782954841476846
"think-doesnt_dance-?","Josie_H","dances",0.751713281247159
"think-doesnt_dance-?","Josie_H","doesnt_dance",0.248286718752841
"think-doesnt_dance-?","Josie_L","dances",0.0984210758631752
"think-doesnt_dance-?","Josie_L","doesnt_dance",0.901578924136824
"think-doesnt_dance-?","Julian_H","dances",0.608294161754356
"think-doesnt_dance-?","Julian_H","doesnt_dance",0.391705838245644
"think-doesnt_dance-?","Julian_L","dances",0.392608161847638
"think-doesnt_dance-?","Julian_L","doesnt_dance",0.607391838152362
"think-doesnt_dance-?","Mary_H","dances",0.83569315521467
"think-doesnt_dance-?","Mary_H","doesnt_dance",0.16430684478533
"think-doesnt_dance-?","Mary_L","dances",0.205180744205341
"think-doesnt_dance-?","Mary_L","doesnt_dance",0.794819255794659
"think-doesnt_dance-?","Olivia_H","dances",0.678808894850731
"think-doesnt_dance-?","Olivia_H","doesnt_dance",0.321191105149269
"think-doesnt_dance-?","Olivia_L","dances",0.190035407489785
"think-doesnt_dance-?","Olivia_L","doesnt_dance",0.809964592510215
"think-doesnt_dance-?","Owen_H","dances",0.765356377095632
"think-doesnt_dance-?","Owen_H","doesnt_dance",0.234643622904368
"think-doesnt_dance-?","Owen_L","dances",0.261494805062129
"think-doesnt_dance-?","Owen_L","doesnt_dance",0.738505194937871
"think-doesnt_dance-?","Tony_H","dances",0.766187126254661
"think-doesnt_dance-?","Tony_H","doesnt_dance",0.233812873745339
"think-doesnt_dance-?","Tony_L","dances",0.199232055321155
"think-doesnt_dance-?","Tony_L","doesnt_dance",0.800767944678845
"think-doesnt_dance-?","Zoe_H","dances",0.76482278936252
"think-doesnt_dance-?","Zoe_H","doesnt_dance",0.23517721063748
"think-doesnt_dance-?","Zoe_L","dances",0.171327871174665
"think-doesnt_dance-?","Zoe_L","doesnt_dance",0.828672128825335
