"utterance","item","speaker_belief","prob"
"BARE-dances-?","Jackson_H","dances",0.90215618226186
"BARE-dances-?","Jackson_H","doesnt_dance",0.00743835725086867
"BARE-dances-?","Jackson_H","uncertain",0.0904054604872714
"BARE-dances-?","Jackson_L","dances",0.1496088668453
"BARE-dances-?","Jackson_L","doesnt_dance",0.676532619301667
"BARE-dances-?","Jackson_L","uncertain",0.173858513853033
"BARE-dances-?","Jayden_H","dances",0.694608428707034
"BARE-dances-?","Jayden_H","doesnt_dance",0.0173913503645134
"BARE-dances-?","Jayden_H","uncertain",0.288000220928452
"BARE-dances-?","Jayden_L","dances",0.239516640742494
"BARE-dances-?","Jayden_L","doesnt_dance",0.574497083967186
"BARE-dances-?","Jayden_L","uncertain",0.185986275290319
"BARE-dances-?","Jon_H","dances",0.893011292541087
"BARE-dances-?","Jon_H","doesnt_dance",0.0077984860687696
"BARE-dances-?","Jon_H","uncertain",0.0991902213901437
"BARE-dances-?","Jon_L","dances",0.230345090301615
"BARE-dances-?","Jon_L","doesnt_dance",0.567446747681315
"BARE-dances-?","Jon_L","uncertain",0.202208162017071
"BARE-dances-?","Josh_H","dances",0.440885963040594
"BARE-dances-?","Josh_H","doesnt_dance",0.0530928473848015
"BARE-dances-?","Josh_H","uncertain",0.506021189574605
"BARE-dances-?","Josh_L","dances",0.171093470149514
"BARE-dances-?","Josh_L","doesnt_dance",0.492882049511787
"BARE-dances-?","Josh_L","uncertain",0.336024480338699
"BARE-dances-?","Josie_H","dances",0.793407620649309
"BARE-dances-?","Josie_H","doesnt_dance",0.00675935308641538
"BARE-dances-?","Josie_H","uncertain",0.199833026264276
"BARE-dances-?","Josie_L","dances",0.136006942415094
"BARE-dances-?","Josie_L","doesnt_dance",0.66483013811471
"BARE-dances-?","Josie_L","uncertain",0.199162919470196
"BARE-dances-?","Julian_H","dances",0.493511304989554
"BARE-dances-?","Julian_H","doesnt_dance",0.0221172950887552
"BARE-dances-?","Julian_H","uncertain",0.484371399921692
"BARE-dances-?","Julian_L","dances",0.127954476731664
"BARE-dances-?","Julian_L","doesnt_dance",0.245602595388256
"BARE-dances-?","Julian_L","uncertain",0.62644292788008
"BARE-dances-?","Mary_H","dances",0.939762683628359
"BARE-dances-?","Mary_H","doesnt_dance",0.0114293419084891
"BARE-dances-?","Mary_H","uncertain",0.0488079744631518
"BARE-dances-?","Mary_L","dances",0.175317356941562
"BARE-dances-?","Mary_L","doesnt_dance",0.599528590114644
"BARE-dances-?","Mary_L","uncertain",0.225154052943795
"BARE-dances-?","Olivia_H","dances",0.851276780789506
"BARE-dances-?","Olivia_H","doesnt_dance",0.0209462004613099
"BARE-dances-?","Olivia_H","uncertain",0.127777018749184
"BARE-dances-?","Olivia_L","dances",0.214192729816126
"BARE-dances-?","Olivia_L","doesnt_dance",0.569626835649748
"BARE-dances-?","Olivia_L","uncertain",0.216180434534126
"BARE-dances-?","Owen_H","dances",0.855598219391094
"BARE-dances-?","Owen_H","doesnt_dance",0.00735120667439843
"BARE-dances-?","Owen_H","uncertain",0.137050573934508
"BARE-dances-?","Owen_L","dances",0.278525941216556
"BARE-dances-?","Owen_L","doesnt_dance",0.443499497411317
"BARE-dances-?","Owen_L","uncertain",0.277974561372127
"BARE-dances-?","Tony_H","dances",0.824272557183566
"BARE-dances-?","Tony_H","doesnt_dance",0.00481306393090318
"BARE-dances-?","Tony_H","uncertain",0.170914378885531
"BARE-dances-?","Tony_L","dances",0.20006231650838
"BARE-dances-?","Tony_L","doesnt_dance",0.590573997128306
"BARE-dances-?","Tony_L","uncertain",0.209363686363313
"BARE-dances-?","Zoe_H","dances",0.862836227771035
"BARE-dances-?","Zoe_H","doesnt_dance",0.00496114124916852
"BARE-dances-?","Zoe_H","uncertain",0.132202630979796
"BARE-dances-?","Zoe_L","dances",0.209954668217515
"BARE-dances-?","Zoe_L","doesnt_dance",0.643627580561429
"BARE-dances-?","Zoe_L","uncertain",0.146417751221055
"know-dances-?","Charley_H","dances",0.984053356433586
"know-dances-?","Charley_H","doesnt_dance",0.00163368728892061
"know-dances-?","Charley_H","uncertain",0.0143129562774931
"know-dances-?","Charley_L","dances",0.661991119524396
"know-dances-?","Charley_L","doesnt_dance",0.214866566503053
"know-dances-?","Charley_L","uncertain",0.123142313972551
"know-dances-?","Danny_H","dances",0.946664773959093
"know-dances-?","Danny_H","doesnt_dance",0.00138811559946187
"know-dances-?","Danny_H","uncertain",0.0519471104414446
"know-dances-?","Danny_L","dances",0.724592317982043
"know-dances-?","Danny_L","doesnt_dance",0.197203343770535
"know-dances-?","Danny_L","uncertain",0.0782043382474225
"know-dances-?","Emily_H","dances",0.881967256154582
"know-dances-?","Emily_H","doesnt_dance",0.0142163644113629
"know-dances-?","Emily_H","uncertain",0.103816379434055
"know-dances-?","Emily_L","dances",0.54967117945117
"know-dances-?","Emily_L","doesnt_dance",0.4109240398848
"know-dances-?","Emily_L","uncertain",0.0394047806640309
"know-dances-?","Emma_H","dances",0.957986121351771
"know-dances-?","Emma_H","doesnt_dance",0.00253886349141134
"know-dances-?","Emma_H","uncertain",0.0394750151568172
"know-dances-?","Emma_L","dances",0.81582437087667
"know-dances-?","Emma_L","doesnt_dance",0.115209627067284
"know-dances-?","Emma_L","uncertain",0.0689660020560462
"know-dances-?","Frank_H","dances",0.933585898837313
"know-dances-?","Frank_H","doesnt_dance",0.00225107562006572
"know-dances-?","Frank_H","uncertain",0.0641630255426218
"know-dances-?","Frank_L","dances",0.675862307952135
"know-dances-?","Frank_L","doesnt_dance",0.306513837368614
"know-dances-?","Frank_L","uncertain",0.0176238546792512
"know-dances-?","Grace_H","dances",0.977127362348465
"know-dances-?","Grace_H","doesnt_dance",0.00162875548932379
"know-dances-?","Grace_H","uncertain",0.0212438821622112
"know-dances-?","Grace_L","dances",0.784720317065281
"know-dances-?","Grace_L","doesnt_dance",0.175077787713826
"know-dances-?","Grace_L","uncertain",0.0402018952208926
"know-dances-?","Isabella_H","dances",0.788678416505674
"know-dances-?","Isabella_H","doesnt_dance",0.0133126465394381
"know-dances-?","Isabella_H","uncertain",0.198008936954888
"know-dances-?","Isabella_L","dances",0.623896046840435
"know-dances-?","Isabella_L","doesnt_dance",0.352686799925057
"know-dances-?","Isabella_L","uncertain",0.0234171532345087
"know-dances-?","Jackson_H","dances",0.977197277999061
"know-dances-?","Jackson_H","doesnt_dance",0.00273538989419846
"know-dances-?","Jackson_H","uncertain",0.02006733210674
"know-dances-?","Jackson_L","dances",0.635400983216648
"know-dances-?","Jackson_L","doesnt_dance",0.333568293246061
"know-dances-?","Jackson_L","uncertain",0.0310307235372912
"know-dances-?","Jayden_H","dances",0.948135761121494
"know-dances-?","Jayden_H","doesnt_dance",0.00420063191051428
"know-dances-?","Jayden_H","uncertain",0.0476636069679917
"know-dances-?","Jayden_L","dances",0.756847625249029
"know-dances-?","Jayden_L","doesnt_dance",0.216392229755555
"know-dances-?","Jayden_L","uncertain",0.0267601449954167
"know-dances-?","Jon_H","dances",0.975740543029314
"know-dances-?","Jon_H","doesnt_dance",0.00278055791842999
"know-dances-?","Jon_H","uncertain",0.0214788990522559
"know-dances-?","Jon_L","dances",0.751062775009441
"know-dances-?","Jon_L","doesnt_dance",0.218810042433278
"know-dances-?","Jon_L","uncertain",0.0301271825572808
"know-dances-?","Josh_H","dances",0.900137864492564
"know-dances-?","Josh_H","doesnt_dance",0.0123656044083728
"know-dances-?","Josh_H","uncertain",0.087496531099063
"know-dances-?","Josh_L","dances",0.707474936213031
"know-dances-?","Josh_L","doesnt_dance",0.226211975624306
"know-dances-?","Josh_L","uncertain",0.0663130881626629
"know-dances-?","Josie_H","dances",0.96152551456918
"know-dances-?","Josie_H","doesnt_dance",0.00188723277672887
"know-dances-?","Josie_H","uncertain",0.036587252654091
"know-dances-?","Josie_L","dances",0.616070271613312
"know-dances-?","Josie_L","doesnt_dance",0.345799979887435
"know-dances-?","Josie_L","uncertain",0.0381297484992529
"know-dances-?","Julian_H","dances",0.911633649011431
"know-dances-?","Julian_H","doesnt_dance",0.00492901958466032
"know-dances-?","Julian_H","uncertain",0.0834373314039085
"know-dances-?","Julian_L","dances",0.683228062257073
"know-dances-?","Julian_L","doesnt_dance",0.123812537355181
"know-dances-?","Julian_L","uncertain",0.192959400387745
"know-dances-?","Mary_H","dances",0.983402266472121
"know-dances-?","Mary_H","doesnt_dance",0.00477013680247221
"know-dances-?","Mary_H","uncertain",0.0118275967254068
"know-dances-?","Mary_L","dances",0.689052633903718
"know-dances-?","Mary_L","doesnt_dance",0.271734949561709
"know-dances-?","Mary_L","uncertain",0.0392124165345732
"know-dances-?","Olivia_H","dances",0.969481984173427
"know-dances-?","Olivia_H","doesnt_dance",0.00648599389457848
"know-dances-?","Olivia_H","uncertain",0.0240320219319942
"know-dances-?","Olivia_L","dances",0.736712245368256
"know-dances-?","Olivia_L","doesnt_dance",0.229454153084387
"know-dances-?","Olivia_L","uncertain",0.0338336015473568
"know-dances-?","Owen_H","dances",0.970180179358856
"know-dances-?","Owen_H","doesnt_dance",0.00235532023223342
"know-dances-?","Owen_H","uncertain",0.0274645004089102
"know-dances-?","Owen_L","dances",0.807774239044901
"know-dances-?","Owen_L","doesnt_dance",0.15130732069192
"know-dances-?","Owen_L","uncertain",0.0409184402631793
"know-dances-?","Tony_H","dances",0.965733047451794
"know-dances-?","Tony_H","doesnt_dance",0.00143524287810749
"know-dances-?","Tony_H","uncertain",0.0328317096700983
"know-dances-?","Tony_L","dances",0.718608306970718
"know-dances-?","Tony_L","doesnt_dance",0.247742626244823
"know-dances-?","Tony_L","uncertain",0.0336490667844579
"know-dances-?","Zoe_H","dances",0.971227581287913
"know-dances-?","Zoe_H","doesnt_dance",0.00162799472177642
"know-dances-?","Zoe_H","uncertain",0.0271444239903098
"know-dances-?","Zoe_L","dances",0.716532272793509
"know-dances-?","Zoe_L","doesnt_dance",0.261862946277302
"know-dances-?","Zoe_L","uncertain",0.0216047809291884
"know-doesnt_dance-?","Charley_H","dances",0.413546257564884
"know-doesnt_dance-?","Charley_H","doesnt_dance",0.546923565648365
"know-doesnt_dance-?","Charley_H","uncertain",0.0395301767867508
"know-doesnt_dance-?","Charley_L","dances",0.00289831789327864
"know-doesnt_dance-?","Charley_L","doesnt_dance",0.985671910922019
"know-doesnt_dance-?","Charley_L","uncertain",0.0114297711847031
"know-doesnt_dance-?","Danny_H","dances",0.200561291848615
"know-doesnt_dance-?","Danny_H","doesnt_dance",0.621686128306649
"know-doesnt_dance-?","Danny_H","uncertain",0.177752579844736
"know-doesnt_dance-?","Danny_L","dances",0.00430124751108971
"know-doesnt_dance-?","Danny_L","doesnt_dance",0.986359169761488
"know-doesnt_dance-?","Danny_L","uncertain",0.00933958272742252
"know-doesnt_dance-?","Emily_H","dances",0.0200724933994934
"know-doesnt_dance-?","Emily_H","doesnt_dance",0.924839335383658
"know-doesnt_dance-?","Emily_H","uncertain",0.0550881712168481
"know-doesnt_dance-?","Emily_L","dances",0.00331889281958333
"know-doesnt_dance-?","Emily_L","doesnt_dance",0.991979305644765
"know-doesnt_dance-?","Emily_L","uncertain",0.00470180153565147
"know-doesnt_dance-?","Emma_H","dances",0.170851567207421
"know-doesnt_dance-?","Emma_H","doesnt_dance",0.737099421559245
"know-doesnt_dance-?","Emma_H","uncertain",0.0920490112333339
"know-doesnt_dance-?","Emma_L","dances",0.00669514699287191
"know-doesnt_dance-?","Emma_L","doesnt_dance",0.982193408509033
"know-doesnt_dance-?","Emma_L","uncertain",0.0111114444980956
"know-doesnt_dance-?","Frank_H","dances",0.119742481312837
"know-doesnt_dance-?","Frank_H","doesnt_dance",0.724899783551549
"know-doesnt_dance-?","Frank_H","uncertain",0.155357735135614
"know-doesnt_dance-?","Frank_L","dances",0.00655514798999693
"know-doesnt_dance-?","Frank_L","doesnt_dance",0.990219619902493
"know-doesnt_dance-?","Frank_L","uncertain",0.00322523210750981
"know-doesnt_dance-?","Grace_H","dances",0.355081762327323
"know-doesnt_dance-?","Grace_H","doesnt_dance",0.582614489699517
"know-doesnt_dance-?","Grace_H","uncertain",0.0623037479731603
"know-doesnt_dance-?","Grace_L","dances",0.00708808115313395
"know-doesnt_dance-?","Grace_L","doesnt_dance",0.986117082355361
"know-doesnt_dance-?","Grace_L","uncertain",0.00679483649150486
"know-doesnt_dance-?","Isabella_H","dances",0.0132209096192931
"know-doesnt_dance-?","Isabella_H","doesnt_dance",0.8918548108021
"know-doesnt_dance-?","Isabella_H","uncertain",0.0949242795786067
"know-doesnt_dance-?","Isabella_L","dances",0.0050616214081887
"know-doesnt_dance-?","Isabella_L","doesnt_dance",0.991280343028348
"know-doesnt_dance-?","Isabella_L","uncertain",0.00365803556346388
"know-doesnt_dance-?","Jackson_H","dances",0.260598438546965
"know-doesnt_dance-?","Jackson_H","doesnt_dance",0.696714611398243
"know-doesnt_dance-?","Jackson_H","uncertain",0.0426869500547911
"know-doesnt_dance-?","Jackson_L","dances",0.00473797736583569
"know-doesnt_dance-?","Jackson_L","doesnt_dance",0.990786468798672
"know-doesnt_dance-?","Jackson_L","uncertain",0.00447555383549255
"know-doesnt_dance-?","Jayden_H","dances",0.0979317733016162
"know-doesnt_dance-?","Jayden_H","doesnt_dance",0.826309778216899
"know-doesnt_dance-?","Jayden_H","uncertain",0.0757584484814844
"know-doesnt_dance-?","Jayden_L","dances",0.00748834334692048
"know-doesnt_dance-?","Jayden_L","doesnt_dance",0.987610354119717
"know-doesnt_dance-?","Jayden_L","uncertain",0.00490130253336233
"know-doesnt_dance-?","Jon_H","dances",0.24846605206501
"know-doesnt_dance-?","Jon_H","doesnt_dance",0.706022690031908
"know-doesnt_dance-?","Jon_H","uncertain",0.045511257903082
"know-doesnt_dance-?","Jon_L","dances",0.00700670998007094
"know-doesnt_dance-?","Jon_L","doesnt_dance",0.98774874192326
"know-doesnt_dance-?","Jon_L","uncertain",0.00524454809667033
"know-doesnt_dance-?","Josh_H","dances",0.0252672393620433
"know-doesnt_dance-?","Josh_H","doesnt_dance",0.920972652587235
"know-doesnt_dance-?","Josh_H","uncertain",0.0537601080507219
"know-doesnt_dance-?","Josh_L","dances",0.00433438646237238
"know-doesnt_dance-?","Josh_L","doesnt_dance",0.987604596208434
"know-doesnt_dance-?","Josh_L","uncertain",0.00806101732919414
"know-doesnt_dance-?","Josie_H","dances",0.224744001324504
"know-doesnt_dance-?","Josie_H","doesnt_dance",0.67112275898375
"know-doesnt_dance-?","Josie_H","uncertain",0.104133239691745
"know-doesnt_dance-?","Josie_L","dances",0.00411503994474566
"know-doesnt_dance-?","Josie_L","doesnt_dance",0.990907711012372
"know-doesnt_dance-?","Josie_L","uncertain",0.00497724904288228
"know-doesnt_dance-?","Julian_H","dances",0.0533091129399574
"know-doesnt_dance-?","Julian_H","doesnt_dance",0.839819372041176
"know-doesnt_dance-?","Julian_H","uncertain",0.106871515018867
"know-doesnt_dance-?","Julian_L","dances",0.00295541506350909
"know-doesnt_dance-?","Julian_L","doesnt_dance",0.977491665472667
"know-doesnt_dance-?","Julian_L","uncertain",0.0195529194638246
"know-doesnt_dance-?","Mary_H","dances",0.211829210202346
"know-doesnt_dance-?","Mary_H","doesnt_dance",0.771597855729589
"know-doesnt_dance-?","Mary_H","uncertain",0.0165729340680659
"know-doesnt_dance-?","Mary_L","dances",0.00510719023008171
"know-doesnt_dance-?","Mary_L","doesnt_dance",0.989291901610385
"know-doesnt_dance-?","Mary_L","uncertain",0.00560090815953337
"know-doesnt_dance-?","Olivia_H","dances",0.117511709954327
"know-doesnt_dance-?","Olivia_H","doesnt_dance",0.854476320848419
"know-doesnt_dance-?","Olivia_H","uncertain",0.0280119691972526
"know-doesnt_dance-?","Olivia_L","dances",0.0063607506095456
"know-doesnt_dance-?","Olivia_L","doesnt_dance",0.988127097258669
"know-doesnt_dance-?","Olivia_L","uncertain",0.00551215213178534
"know-doesnt_dance-?","Owen_H","dances",0.240207214959522
"know-doesnt_dance-?","Owen_H","doesnt_dance",0.693356891889542
"know-doesnt_dance-?","Owen_H","uncertain",0.0664358931509359
"know-doesnt_dance-?","Owen_L","dances",0.00775668777161067
"know-doesnt_dance-?","Owen_L","doesnt_dance",0.984959850396389
"know-doesnt_dance-?","Owen_L","uncertain",0.00728346183200014
"know-doesnt_dance-?","Tony_H","dances",0.291868119109999
"know-doesnt_dance-?","Tony_H","doesnt_dance",0.598426912845924
"know-doesnt_dance-?","Tony_H","uncertain",0.109704968044077
"know-doesnt_dance-?","Tony_L","dances",0.00599195442764119
"know-doesnt_dance-?","Tony_L","doesnt_dance",0.988682646353694
"know-doesnt_dance-?","Tony_L","uncertain",0.0053253992186642
"know-doesnt_dance-?","Zoe_H","dances",0.308949294921836
"know-doesnt_dance-?","Zoe_H","doesnt_dance",0.608574920282271
"know-doesnt_dance-?","Zoe_H","uncertain",0.0824757847958929
"know-doesnt_dance-?","Zoe_L","dances",0.0070263943552421
"know-doesnt_dance-?","Zoe_L","doesnt_dance",0.989014343862599
"know-doesnt_dance-?","Zoe_L","uncertain",0.00395926178215872
"think-dances-?","Charley_H","dances",0.928049169807292
"think-dances-?","Charley_H","doesnt_dance",0.0163746421589286
"think-dances-?","Charley_H","uncertain",0.0555761880337795
"think-dances-?","Charley_L","dances",0.0167641765921877
"think-dances-?","Charley_L","doesnt_dance",0.85570812197142
"think-dances-?","Charley_L","uncertain",0.127527701436393
"think-dances-?","Danny_H","dances",0.665831250383353
"think-dances-?","Danny_H","doesnt_dance",0.024220733574232
"think-dances-?","Danny_H","uncertain",0.309948016042415
"think-dances-?","Danny_L","dances",0.0208513680240308
"think-dances-?","Danny_L","doesnt_dance",0.8845160634804
"think-dances-?","Danny_L","uncertain",0.0946325684955687
"think-dances-?","Emily_H","dances",0.278673325743991
"think-dances-?","Emily_H","doesnt_dance",0.228413618996819
"think-dances-?","Emily_H","uncertain",0.49291305525919
"think-dances-?","Emily_L","dances",0.00504213898509543
"think-dances-?","Emily_L","doesnt_dance",0.968802957532049
"think-dances-?","Emily_L","uncertain",0.0261549034828557
"think-dances-?","Emma_H","dances",0.736790051493038
"think-dances-?","Emma_H","doesnt_dance",0.0404496707941036
"think-dances-?","Emma_H","uncertain",0.222760277712858
"think-dances-?","Emma_L","dances",0.0505556193975461
"think-dances-?","Emma_L","doesnt_dance",0.814683050550058
"think-dances-?","Emma_L","uncertain",0.134761330052397
"think-dances-?","Frank_H","dances",0.570553120647727
"think-dances-?","Frank_H","doesnt_dance",0.0413007091992972
"think-dances-?","Frank_H","uncertain",0.388146170152976
"think-dances-?","Frank_L","dances",0.00952034593175426
"think-dances-?","Frank_L","doesnt_dance",0.97404481451338
"think-dances-?","Frank_L","uncertain",0.0164348395548656
"think-dances-?","Grace_H","dances",0.887370542340584
"think-dances-?","Grace_H","doesnt_dance",0.0189391217796741
"think-dances-?","Grace_H","uncertain",0.0936903358797422
"think-dances-?","Grace_L","dances",0.0275025680635576
"think-dances-?","Grace_L","doesnt_dance",0.91275588964877
"think-dances-?","Grace_L","uncertain",0.0597415422876721
"think-dances-?","Isabella_H","dances",0.157844607573721
"think-dances-?","Isabella_H","doesnt_dance",0.162620803794114
"think-dances-?","Isabella_H","uncertain",0.679534588632166
"think-dances-?","Isabella_L","dances",0.00706929280293768
"think-dances-?","Isabella_L","doesnt_dance",0.974231492394417
"think-dances-?","Isabella_L","uncertain",0.0186992148026446
"think-dances-?","Jackson_H","dances",0.879053913021993
"think-dances-?","Jackson_H","doesnt_dance",0.0319617052999032
"think-dances-?","Jackson_H","uncertain",0.0889843816781042
"think-dances-?","Jackson_L","dances",0.00797542520050004
"think-dances-?","Jackson_L","doesnt_dance",0.966351899229963
"think-dances-?","Jackson_L","uncertain",0.0256726755695371
"think-dances-?","Jayden_H","dances",0.643788098213842
"think-dances-?","Jayden_H","doesnt_dance",0.0729935698677121
"think-dances-?","Jayden_H","uncertain",0.283218331918446
"think-dances-?","Jayden_L","dances",0.0190194433043963
"think-dances-?","Jayden_L","doesnt_dance",0.946919088121386
"think-dances-?","Jayden_L","uncertain",0.0340614685742178
"think-dances-?","Jon_H","dances",0.868848321545481
"think-dances-?","Jon_H","doesnt_dance",0.0334815633158906
"think-dances-?","Jon_H","uncertain",0.097670115138628
"think-dances-?","Jon_L","dances",0.0185409466170429
"think-dances-?","Jon_L","doesnt_dance",0.943935336528289
"think-dances-?","Jon_L","uncertain",0.037523716854668
"think-dances-?","Josh_H","dances",0.335456745026926
"think-dances-?","Josh_H","doesnt_dance",0.21124108291811
"think-dances-?","Josh_H","uncertain",0.453302172054964
"think-dances-?","Josh_L","dances",0.0166569674771584
"think-dances-?","Josh_L","doesnt_dance",0.91049382252937
"think-dances-?","Josh_L","uncertain",0.0728492099934723
"think-dances-?","Josie_H","dances",0.771365889546249
"think-dances-?","Josie_H","doesnt_dance",0.0287313359514409
"think-dances-?","Josie_H","uncertain",0.19990277450231
"think-dances-?","Josie_L","dances",0.00738500702517628
"think-dances-?","Josie_L","doesnt_dance",0.96264691267779
"think-dances-?","Josie_L","uncertain",0.0299680802970335
"think-dances-?","Julian_H","dances",0.433813117270561
"think-dances-?","Julian_H","doesnt_dance",0.0897132749085182
"think-dances-?","Julian_H","uncertain",0.476473607820921
"think-dances-?","Julian_L","dances",0.032733286547644
"think-dances-?","Julian_L","doesnt_dance",0.692859641309118
"think-dances-?","Julian_L","uncertain",0.274407072143237
"think-dances-?","Mary_H","dances",0.903482212568953
"think-dances-?","Mary_H","doesnt_dance",0.0492211365637829
"think-dances-?","Mary_H","uncertain",0.047296650867264
"think-dances-?","Mary_L","dances",0.0120920416406977
"think-dances-?","Mary_L","doesnt_dance",0.949192009402086
"think-dances-?","Mary_L","uncertain",0.0387159489572157
"think-dances-?","Olivia_H","dances",0.788420123631166
"think-dances-?","Olivia_H","doesnt_dance",0.0893328848283423
"think-dances-?","Olivia_H","uncertain",0.122246991540492
"think-dances-?","Olivia_L","dances",0.0168619394764496
"think-dances-?","Olivia_L","doesnt_dance",0.943320291431986
"think-dances-?","Olivia_L","uncertain",0.039817769091564
"think-dances-?","Owen_H","dances",0.832742526493987
"think-dances-?","Owen_H","doesnt_dance",0.0314539872187029
"think-dances-?","Owen_H","uncertain",0.13580348628731
"think-dances-?","Owen_L","dances",0.0354696457821426
"think-dances-?","Owen_L","doesnt_dance",0.895264239200645
"think-dances-?","Owen_L","uncertain",0.0692661150172126
"think-dances-?","Tony_H","dances",0.808327450471843
"think-dances-?","Tony_H","doesnt_dance",0.0205275928046184
"think-dances-?","Tony_H","uncertain",0.171144956723539
"think-dances-?","Tony_L","dances",0.0145480284382095
"think-dances-?","Tony_L","doesnt_dance",0.948622852524566
"think-dances-?","Tony_L","uncertain",0.0368291190372244
"think-dances-?","Zoe_H","dances",0.847101220323123
"think-dances-?","Zoe_H","doesnt_dance",0.0212437409294937
"think-dances-?","Zoe_H","uncertain",0.131655038747384
"think-dances-?","Zoe_L","dances",0.0131417025356677
"think-dances-?","Zoe_L","doesnt_dance",0.963615420908978
"think-dances-?","Zoe_L","uncertain",0.0232428765553546
"think-doesnt_dance-?","Charley_H","dances",0.915589302184373
"think-doesnt_dance-?","Charley_H","doesnt_dance",0.0410360993567489
"think-doesnt_dance-?","Charley_H","uncertain",0.0433745984588783
"think-doesnt_dance-?","Charley_L","dances",0.0673107095783237
"think-doesnt_dance-?","Charley_L","doesnt_dance",0.703900378688845
"think-doesnt_dance-?","Charley_L","uncertain",0.228788911732831
"think-doesnt_dance-?","Danny_H","dances",0.634698254187896
"think-doesnt_dance-?","Danny_H","doesnt_dance",0.0405561139111088
"think-doesnt_dance-?","Danny_H","uncertain",0.324745631900995
"think-doesnt_dance-?","Danny_L","dances",0.0881545081016524
"think-doesnt_dance-?","Danny_L","doesnt_dance",0.736600712823708
"think-doesnt_dance-?","Danny_L","uncertain",0.17524477907464
"think-doesnt_dance-?","Emily_H","dances",0.307085371379738
"think-doesnt_dance-?","Emily_H","doesnt_dance",0.199344432978613
"think-doesnt_dance-?","Emily_H","uncertain",0.493570195641649
"think-doesnt_dance-?","Emily_L","dances",0.0412782979705345
"think-doesnt_dance-?","Emily_L","doesnt_dance",0.894188268357585
"think-doesnt_dance-?","Emily_L","uncertain",0.0645334336718805
"think-doesnt_dance-?","Emma_H","dances",0.714775600063762
"think-doesnt_dance-?","Emma_H","doesnt_dance",0.0688959698730931
"think-doesnt_dance-?","Emma_H","uncertain",0.216328430063144
"think-doesnt_dance-?","Emma_L","dances",0.148471778033803
"think-doesnt_dance-?","Emma_L","doesnt_dance",0.642875381985726
"think-doesnt_dance-?","Emma_L","uncertain",0.208652839980472
"think-doesnt_dance-?","Frank_H","dances",0.536403364789147
"think-doesnt_dance-?","Frank_H","doesnt_dance",0.0580739503535125
"think-doesnt_dance-?","Frank_H","uncertain",0.405522684857341
"think-doesnt_dance-?","Frank_L","dances",0.0702228810362504
"think-doesnt_dance-?","Frank_L","doesnt_dance",0.890439022163958
"think-doesnt_dance-?","Frank_L","uncertain",0.0393380967997915
"think-doesnt_dance-?","Grace_H","dances",0.876327582490688
"think-doesnt_dance-?","Grace_H","doesnt_dance",0.0439878139685342
"think-doesnt_dance-?","Grace_H","uncertain",0.0796846035407781
"think-doesnt_dance-?","Grace_L","dances",0.119401370990953
