"utterance","prior","speaker_belief","speaker_prob"
"know-dances-?","Jon_H",2,0.00211103704579317
"know-dances-?","Jon_H",0,0.00161757681108394
"know-dances-?","Jon_H",1,0.000630656135892492
"know-dances-?","Jon_L",9,0.256072553891739
"know-dances-?","Jon_L",8,0.213709834306136
"know-dances-?","Jon_L",7,0.175438765716566
"know-dances-?","Jon_L",0,0.0936634589233333
"know-dances-?","Jon_L",6,0.0877595659685965
"know-dances-?","Jon_L",1,0.0542107013035416
"know-dances-?","Jon_L",5,0.0455954831295973
"know-dances-?","Jon_L",2,0.03472785798051
"know-dances-?","Jon_L",4,0.0299086880931404
"know-dances-?","Jon_L",3,0.00891309068684046
"know-dances-?","Josh_H",9,0.282854072569124
"know-dances-?","Josh_H",8,0.22808196917278
"know-dances-?","Josh_H",7,0.196729187897688
"know-dances-?","Josh_H",6,0.121768725084417
"know-dances-?","Josh_H",5,0.0880851231958123
"know-dances-?","Josh_H",4,0.0348624653747376
"know-dances-?","Josh_H",3,0.0176031087782027
"know-dances-?","Josh_H",0,0.0117833696103637
"know-dances-?","Josh_H",2,0.00935847829043078
"know-dances-?","Josh_H",1,0.00887350002644419
"know-dances-?","Josh_L",9,0.277983944840807
"know-dances-?","Josh_L",8,0.223490888228919
"know-dances-?","Josh_L",7,0.14529708132779
"know-dances-?","Josh_L",6,0.0858963758264464
"know-dances-?","Josh_L",0,0.0774821513041573
"know-dances-?","Josh_L",5,0.050367695344165
"know-dances-?","Josh_L",1,0.0499732090787674
"know-dances-?","Josh_L",2,0.0349211461908736
"know-dances-?","Josh_L",4,0.0278238718600696
"know-dances-?","Josh_L",3,0.0267636359980049
"know-dances-?","Josie_H",9,0.305749763735482
"know-dances-?","Josie_H",8,0.263424103407915
"know-dances-?","Josie_H",7,0.209185856609188
"know-dances-?","Josie_H",6,0.118844862462036
"know-dances-?","Josie_H",5,0.0608194123810603
"know-dances-?","Josie_H",4,0.0284741037368542
"know-dances-?","Josie_H",3,0.0089140856997476
"know-dances-?","Josie_H",1,0.00199240103638829
"know-dances-?","Josie_H",0,0.00152927072583825
"know-dances-?","Josie_H",2,0.00106614020549012
"know-dances-?","Josie_L",9,0.280553444108508
"know-dances-?","Josie_L",8,0.204074012345001
"know-dances-?","Josie_L",0,0.159137578507572
"know-dances-?","Josie_L",7,0.158659707231966
"know-dances-?","Josie_L",6,0.0851358717179118
"know-dances-?","Josie_L",5,0.0588571348365624
"know-dances-?","Josie_L",4,0.0212630510573197
"know-dances-?","Josie_L",1,0.020900337138693
"know-dances-?","Josie_L",2,0.00672215856893016
"know-dances-?","Josie_L",3,0.00469670448753547
"know-dances-?","Julian_H",9,0.299992015884832
"know-dances-?","Julian_H",8,0.256016126163834
"know-dances-?","Julian_H",7,0.185357531701421
"know-dances-?","Julian_H",6,0.10482589327633
"know-dances-?","Julian_H",5,0.0828347005788128
"know-dances-?","Julian_H",4,0.0488260279107531
"know-dances-?","Julian_H",3,0.0106798006990942
"know-dances-?","Julian_H",2,0.00666584940557347
"know-dances-?","Julian_H",1,0.0046588736514399
"know-dances-?","Julian_H",0,0.000143180727909456
"know-dances-?","Julian_L",9,0.263119149618378
"know-dances-?","Julian_L",8,0.243365756437013
"know-dances-?","Julian_L",7,0.149355411671231
"know-dances-?","Julian_L",6,0.0995987376009734
"know-dances-?","Julian_L",5,0.0601796253729448
"know-dances-?","Julian_L",4,0.0462256441070727
"know-dances-?","Julian_L",3,0.0448315042086414
"know-dances-?","Julian_L",2,0.042321117549961
"know-dances-?","Julian_L",1,0.0312754160318575
"know-dances-?","Julian_L",0,0.0197276374019277
"know-dances-?","Mary_H",9,0.40842078588146
"know-dances-?","Mary_H",8,0.258135669458876
"know-dances-?","Mary_H",7,0.167192632562822
"know-dances-?","Mary_H",6,0.0929996638760036
"know-dances-?","Mary_H",5,0.0425762194068605
"know-dances-?","Mary_H",4,0.0182838082489787
"know-dances-?","Mary_H",0,0.00556132263950556
"know-dances-?","Mary_H",3,0.00359050859843
"know-dances-?","Mary_H",2,0.00211239812071212
"know-dances-?","Mary_H",1,0.00112699120635194
"know-dances-?","Mary_L",9,0.26265743211542
"know-dances-?","Mary_L",8,0.21891690665206
"know-dances-?","Mary_L",7,0.172258684745406
"know-dances-?","Mary_L",0,0.102127054601313
"know-dances-?","Mary_L",6,0.0854307927947928
"know-dances-?","Mary_L",1,0.0464545399743737
"know-dances-?","Mary_L",5,0.040683442548463
"know-dances-?","Mary_L",3,0.0292558526813218
"know-dances-?","Mary_L",2,0.0262547779409465
"know-dances-?","Mary_L",4,0.0159605159459037
"know-dances-?","Mia_H",9,0.288047851864254
"know-dances-?","Mia_H",8,0.235803935163864
"know-dances-?","Mia_H",7,0.182060131137427
"know-dances-?","Mia_H",6,0.105895306167323
"know-dances-?","Mia_H",5,0.0952403124022638
"know-dances-?","Mia_H",4,0.04468696748764
"know-dances-?","Mia_H",3,0.0276707439786313
"know-dances-?","Mia_H",2,0.0116709265180595
"know-dances-?","Mia_H",1,0.00542311445651786
"know-dances-?","Mia_H",0,0.00350071082401888
"know-dances-?","Mia_L",9,0.291902304965004
"know-dances-?","Mia_L",8,0.216651395955755
"know-dances-?","Mia_L",7,0.14574326869822
"know-dances-?","Mia_L",0,0.112123742074258
"know-dances-?","Mia_L",6,0.086515264296566
"know-dances-?","Mia_L",5,0.0473108451584079
"know-dances-?","Mia_L",1,0.0336869033938099
"know-dances-?","Mia_L",3,0.0268255602552787
"know-dances-?","Mia_L",4,0.0202016550541859
"know-dances-?","Mia_L",2,0.0190390601485133
"know-dances-?","Olivia_H",9,0.330917936281182
"know-dances-?","Olivia_H",8,0.247792972599686
"know-dances-?","Olivia_H",7,0.211278018077151
"know-dances-?","Olivia_H",6,0.124466801645414
"know-dances-?","Olivia_H",5,0.0550340677055159
"know-dances-?","Olivia_H",4,0.00872743684687667
"know-dances-?","Olivia_H",0,0.00721278527904523
"know-dances-?","Olivia_H",2,0.00670790127870464
"know-dances-?","Olivia_H",3,0.00620301749495923
"know-dances-?","Olivia_H",1,0.00165906279146493
"know-dances-?","Olivia_L",9,0.2926188481266
"know-dances-?","Olivia_L",8,0.212420150151293
"know-dances-?","Olivia_L",7,0.160116075990113
"know-dances-?","Olivia_L",0,0.109781175622078
"know-dances-?","Olivia_L",6,0.0793739596643164
"know-dances-?","Olivia_L",1,0.0502915379301318
"know-dances-?","Olivia_L",5,0.0415281238946595
"know-dances-?","Olivia_L",2,0.0198092442971094
"know-dances-?","Olivia_L",3,0.0177907419536203
"know-dances-?","Olivia_L",4,0.0162701423700786
"know-dances-?","Owen_H",9,0.339926977748502
"know-dances-?","Owen_H",8,0.258494356180053
"know-dances-?","Owen_H",7,0.192088193488146
"know-dances-?","Owen_H",6,0.106422197822255
"know-dances-?","Owen_H",5,0.0630497087181706
"know-dances-?","Owen_H",4,0.0288780683574831
"know-dances-?","Owen_H",3,0.00785450034470534
"know-dances-?","Owen_H",0,0.0015725260361626
"know-dances-?","Owen_H",1,0.00109533251736074
"know-dances-?","Owen_H",2,0.000618138787162118
"know-dances-?","Owen_L",9,0.275567526336919
"know-dances-?","Owen_L",8,0.246624778318381
"know-dances-?","Owen_L",7,0.145421583549088
"know-dances-?","Owen_L",0,0.0862924284672334
"know-dances-?","Owen_L",6,0.081756898266339
"know-dances-?","Owen_L",5,0.0569090928325727
"know-dances-?","Owen_L",1,0.0470412624620226
"know-dances-?","Owen_L",2,0.027160801671274
"know-dances-?","Owen_L",4,0.0193184668801858
"know-dances-?","Owen_L",3,0.0139071612159838
"know-dances-?","Sophia_H",9,0.277686065223503
"know-dances-?","Sophia_H",8,0.248207881713572
"know-dances-?","Sophia_H",7,0.21813886181042
"know-dances-?","Sophia_H",6,0.120110189570683
"know-dances-?","Sophia_H",5,0.0803340058126044
"know-dances-?","Sophia_H",4,0.0382553730614595
"know-dances-?","Sophia_H",3,0.00701721305396306
"know-dances-?","Sophia_H",2,0.0055443181542714
"know-dances-?","Sophia_H",0,0.00259852835488808
"know-dances-?","Sophia_H",1,0.00210756324463512
"know-dances-?","Sophia_L",9,0.289737797379206
"know-dances-?","Sophia_L",8,0.204478629791139
"know-dances-?","Sophia_L",7,0.168581402235066
"know-dances-?","Sophia_L",6,0.0908039584167068
"know-dances-?","Sophia_L",5,0.065630558804482
"know-dances-?","Sophia_L",4,0.0585014554279591
"know-dances-?","Sophia_L",2,0.0318237142642689
"know-dances-?","Sophia_L",1,0.0313208482457435
"know-dances-?","Sophia_L",3,0.0313208482457435
"know-dances-?","Sophia_L",0,0.027800787189685
"know-dances-?","Tony_H",9,0.312978712387947
"know-dances-?","Tony_H",8,0.284252168973
"know-dances-?","Tony_H",7,0.200137487445109
"know-dances-?","Tony_H",6,0.112291452909626
"know-dances-?","Tony_H",5,0.052808968961517
"know-dances-?","Tony_H",4,0.0317207469767632
"know-dances-?","Tony_H",2,0.00328142853467834
"know-dances-?","Tony_H",3,0.00171387412451415
"know-dances-?","Tony_H",1,0.000668837777918822
"know-dances-?","Tony_H",0,0.000146321908926186
"know-dances-?","Tony_L",9,0.270920538205152
"know-dances-?","Tony_L",8,0.233008786772855
"know-dances-?","Tony_L",7,0.171389446229173
"know-dances-?","Tony_L",0,0.110057535208835
"know-dances-?","Tony_L",6,0.101090876146564
"know-dances-?","Tony_L",1,0.0426274976752816
"know-dances-?","Tony_L",5,0.0353927411347818
"know-dances-?","Tony_L",2,0.0199968686033655
"know-dances-?","Tony_L",3,0.00983617806690844
"know-dances-?","Tony_L",4,0.00567953195708373
"know-dances-?","Zoe_H",9,0.351915947146992
"know-dances-?","Zoe_H",8,0.274906124956851
"know-dances-?","Zoe_H",7,0.193129099094225
"know-dances-?","Zoe_H",6,0.117311933273697
"know-dances-?","Zoe_H",5,0.0499386392219341
"know-dances-?","Zoe_H",4,0.00667675830379118
"know-dances-?","Zoe_H",3,0.00316215440246114
"know-dances-?","Zoe_H",2,0.00165589542729643
"know-dances-?","Zoe_H",0,0.00115380925186323
"know-dances-?","Zoe_H",1,0.000149638920889952
"know-dances-?","Zoe_L",9,0.267649145853486
"know-dances-?","Zoe_L",8,0.220214584586038
"know-dances-?","Zoe_L",7,0.166055163031453
"know-dances-?","Zoe_L",0,0.12397795224747
"know-dances-?","Zoe_L",6,0.0910116007605979
"know-dances-?","Zoe_L",1,0.0412504027705543
"know-dances-?","Zoe_L",5,0.0374171267521987
"know-dances-?","Zoe_L",2,0.021210810028086
"know-dances-?","Zoe_L",4,0.0168679731108636
"know-dances-?","Zoe_L",3,0.0143452408592519
"know-doesnt_dance-?","Charley_H",9,0.310715469716447
"know-doesnt_dance-?","Charley_H",8,0.163494486353205
"know-doesnt_dance-?","Charley_H",0,0.118765718302825
"know-doesnt_dance-?","Charley_H",7,0.103339676418562
"know-doesnt_dance-?","Charley_H",1,0.0866071844770269
"know-doesnt_dance-?","Charley_H",2,0.0803920570295552
"know-doesnt_dance-?","Charley_H",3,0.0416955652007027
"know-doesnt_dance-?","Charley_H",6,0.0416018447499319
"know-doesnt_dance-?","Charley_H",4,0.0298582068731162
"know-doesnt_dance-?","Charley_H",5,0.0235297908786268
"know-doesnt_dance-?","Charley_L",0,0.254322528255389
"know-doesnt_dance-?","Charley_L",1,0.248975921214963
"know-doesnt_dance-?","Charley_L",2,0.180276979208609
"know-doesnt_dance-?","Charley_L",3,0.144290319128968
"know-doesnt_dance-?","Charley_L",4,0.0846934232885914
"know-doesnt_dance-?","Charley_L",5,0.0485411164663427
"know-doesnt_dance-?","Charley_L",7,0.0151847634872833
"know-doesnt_dance-?","Charley_L",6,0.0125155655822254
"know-doesnt_dance-?","Charley_L",8,0.00781163112840425
"know-doesnt_dance-?","Charley_L",9,0.00338775223922349
"know-doesnt_dance-?","Danny_H",7,0.150478825183016
"know-doesnt_dance-?","Danny_H",5,0.145098121426409
"know-doesnt_dance-?","Danny_H",6,0.13143412700818
"know-doesnt_dance-?","Danny_H",0,0.130872471774638
"know-doesnt_dance-?","Danny_H",1,0.103471608101086
"know-doesnt_dance-?","Danny_H",8,0.102528059695874
"know-doesnt_dance-?","Danny_H",9,0.0731388812102679
"know-doesnt_dance-?","Danny_H",4,0.0578544414520424
"know-doesnt_dance-?","Danny_H",2,0.0525896308004234
"know-doesnt_dance-?","Danny_H",3,0.0525338333480619
"know-doesnt_dance-?","Danny_L",0,0.298324653729552
"know-doesnt_dance-?","Danny_L",1,0.261659459080963
"know-doesnt_dance-?","Danny_L",2,0.177794431979385
"know-doesnt_dance-?","Danny_L",3,0.11490217046774
"know-doesnt_dance-?","Danny_L",4,0.0573623581254655
"know-doesnt_dance-?","Danny_L",5,0.0447706728587453
"know-doesnt_dance-?","Danny_L",6,0.0174920942400015
"know-doesnt_dance-?","Danny_L",8,0.0112965634395372
"know-doesnt_dance-?","Danny_L",7,0.00974768090979824
"know-doesnt_dance-?","Danny_L",9,0.00664991516881189
"know-doesnt_dance-?","Emily_H",5,0.179110911611104
"know-doesnt_dance-?","Emily_H",0,0.163525043668078
"know-doesnt_dance-?","Emily_H",4,0.139095724932639
"know-doesnt_dance-?","Emily_H",2,0.107013695324558
"know-doesnt_dance-?","Emily_H",1,0.102531687498905
"know-doesnt_dance-?","Emily_H",6,0.0938769616719742
"know-doesnt_dance-?","Emily_H",3,0.0856875371722811
"know-doesnt_dance-?","Emily_H",7,0.0588307631114326
"know-doesnt_dance-?","Emily_H",9,0.0398972224902071
"know-doesnt_dance-?","Emily_H",8,0.0304304525188203
"know-doesnt_dance-?","Emily_L",0,0.528899501375039
"know-doesnt_dance-?","Emily_L",1,0.220752837561871
"know-doesnt_dance-?","Emily_L",2,0.126901572639701
"know-doesnt_dance-?","Emily_L",3,0.0507000675627317
"know-doesnt_dance-?","Emily_L",4,0.0259491167072815
"know-doesnt_dance-?","Emily_L",5,0.0244310531990604
"know-doesnt_dance-?","Emily_L",6,0.00720327612785124
"know-doesnt_dance-?","Emily_L",7,0.0065900952647822
"know-doesnt_dance-?","Emily_L",8,0.00505419160882124
"know-doesnt_dance-?","Emily_L",9,0.00351828795286029
"know-doesnt_dance-?","Emma_H",7,0.142429521804093
"know-doesnt_dance-?","Emma_H",6,0.138723690605093
"know-doesnt_dance-?","Emma_H",8,0.13008308877769
"know-doesnt_dance-?","Emma_H",0,0.119871263758011
"know-doesnt_dance-?","Emma_H",5,0.114215347171268
"know-doesnt_dance-?","Emma_H",1,0.103384715469484
"know-doesnt_dance-?","Emma_H",9,0.0945870945785613
"know-doesnt_dance-?","Emma_H",2,0.0623813074572199
"know-doesnt_dance-?","Emma_H",3,0.0503308321441436
"know-doesnt_dance-?","Emma_H",4,0.0439931382344366
"know-doesnt_dance-?","Emma_L",0,0.290072738823879
"know-doesnt_dance-?","Emma_L",1,0.238052892002891
"know-doesnt_dance-?","Emma_L",2,0.155507624351701
"know-doesnt_dance-?","Emma_L",3,0.101711040401988
"know-doesnt_dance-?","Emma_L",5,0.0698282148277989
"know-doesnt_dance-?","Emma_L",4,0.066810470320984
"know-doesnt_dance-?","Emma_L",6,0.0398361545792534
"know-doesnt_dance-?","Emma_L",7,0.0188687922194327
"know-doesnt_dance-?","Emma_L",9,0.0127269551187863
"know-doesnt_dance-?","Emma_L",8,0.00658511735328604
"know-doesnt_dance-?","Frank_H",5,0.169334568789521
"know-doesnt_dance-?","Frank_H",0,0.129228464259416
"know-doesnt_dance-?","Frank_H",6,0.123872697618851
"know-doesnt_dance-?","Frank_H",7,0.113335980715491
"know-doesnt_dance-?","Frank_H",1,0.0980887192376982
"know-doesnt_dance-?","Frank_H",8,0.0937677923703397
"know-doesnt_dance-?","Frank_H",4,0.0841521931164937
"know-doesnt_dance-?","Frank_H",2,0.0688413092207331
"know-doesnt_dance-?","Frank_H",9,0.0666733780449674
"know-doesnt_dance-?","Frank_H",3,0.052704896626489
"know-doesnt_dance-?","Frank_L",0,0.535193612469585
"know-doesnt_dance-?","Frank_L",1,0.231923305609401
"know-doesnt_dance-?","Frank_L",2,0.115703428950088
"know-doesnt_dance-?","Frank_L",3,0.0498676462950652
"know-doesnt_dance-?","Frank_L",4,0.0223900049801472
"know-doesnt_dance-?","Frank_L",5,0.0117119790802255
"know-doesnt_dance-?","Frank_L",8,0.0114453928804252
"know-doesnt_dance-?","Frank_L",7,0.00987394926714858
"know-doesnt_dance-?","Frank_L",9,0.00673106204059539
"know-doesnt_dance-?","Frank_L",6,0.00515961842731879
"know-doesnt_dance-?","Grace_H",9,0.223223213614996
"know-doesnt_dance-?","Grace_H",8,0.161665972091618
"know-doesnt_dance-?","Grace_H",7,0.136749945252636
"know-doesnt_dance-?","Grace_H",0,0.132166497251807
"know-doesnt_dance-?","Grace_H",1,0.0859068883054526
"know-doesnt_dance-?","Grace_H",6,0.0737270552485817
"know-doesnt_dance-?","Grace_H",2,0.0732553967990312
"know-doesnt_dance-?","Grace_H",5,0.0507188215687352
"know-doesnt_dance-?","Grace_H",3,0.0351473792876954
"know-doesnt_dance-?","Grace_H",4,0.027438830579447
"know-doesnt_dance-?","Grace_L",0,0.321965007804422
"know-doesnt_dance-?","Grace_L",1,0.254372908472851
"know-doesnt_dance-?","Grace_L",2,0.197566401285954
"know-doesnt_dance-?","Grace_L",3,0.0925563393941823
"know-doesnt_dance-?","Grace_L",4,0.0512374198911374
"know-doesnt_dance-?","Grace_L",6,0.029734043704284
"know-doesnt_dance-?","Grace_L",5,0.0212972091025918
"know-doesnt_dance-?","Grace_L",7,0.0187304672461461
"know-doesnt_dance-?","Grace_L",8,0.00710079259567711
"know-doesnt_dance-?","Grace_L",9,0.00543941050275299
"know-doesnt_dance-?","Isabella_H",5,0.266594585098719
"know-doesnt_dance-?","Isabella_H",4,0.178430387157531
"know-doesnt_dance-?","Isabella_H",1,0.131709984250544
"know-doesnt_dance-?","Isabella_H",0,0.127772038529773
"know-doesnt_dance-?","Isabella_H",2,0.085608304634959
"know-doesnt_dance-?","Isabella_H",3,0.0735466647804461
"know-doesnt_dance-?","Isabella_H",6,0.0625130280148273
"know-doesnt_dance-?","Isabella_H",7,0.0359163485104701
"know-doesnt_dance-?","Isabella_H",8,0.025122336174532
"know-doesnt_dance-?","Isabella_H",9,0.012786322848199
"know-doesnt_dance-?","Isabella_L",0,0.636373264894772
"know-doesnt_dance-?","Isabella_L",1,0.170874223447097
"know-doesnt_dance-?","Isabella_L",2,0.0839312205310725
"know-doesnt_dance-?","Isabella_L",3,0.0421743079927389
"know-doesnt_dance-?","Isabella_L",4,0.0255974010246107
