"utterance","prior","speaker_belief","speaker_prob"
"know-dances-?","Emma_L",3,0.00724630527682196
"know-dances-?","Emma_L",4,0.00499431757295141
"know-dances-?","Emma_L",5,0.0051161768024668
"know-dances-?","Emma_L",6,0.02826492877815
"know-dances-?","Emma_L",7,0.218512052261532
"know-dances-?","Emma_L",8,0.339968029455089
"know-dances-?","Emma_L",9,0.352815238362663
"know-dances-?","Frank_H",1,0.000490183173676182
"know-dances-?","Frank_H",2,0.00114360518592606
"know-dances-?","Frank_H",3,0.00163355503427924
"know-dances-?","Frank_H",4,0.00766806166789991
"know-dances-?","Frank_H",5,0.0173206018839487
"know-dances-?","Frank_H",6,0.0265105512370132
"know-dances-?","Frank_H",7,0.242221076861229
"know-dances-?","Frank_H",8,0.342636216477823
"know-dances-?","Frank_H",9,0.360376148478204
"know-dances-?","Frank_L",0,0.0424501532138065
"know-dances-?","Frank_L",1,0.0140203126779528
"know-dances-?","Frank_L",2,0.00555307500457132
"know-dances-?","Frank_L",3,0.00179804093055739
"know-dances-?","Frank_L",4,0.00147122823408424
"know-dances-?","Frank_L",5,0.000486662696426193
"know-dances-?","Frank_L",6,0.0271299686170248
"know-dances-?","Frank_L",7,0.214147315800797
"know-dances-?","Frank_L",8,0.340303113846057
"know-dances-?","Frank_L",9,0.352640128978723
"know-dances-?","Grace_H",1,0.000327987602962547
"know-dances-?","Grace_H",2,0.000655932035122062
"know-dances-?","Grace_H",3,0.000655932035122062
"know-dances-?","Grace_H",4,0.00131169112279005
"know-dances-?","Grace_H",5,0.00465453432203267
"know-dances-?","Grace_H",6,0.0383304151612217
"know-dances-?","Grace_H",7,0.246566456220823
"know-dances-?","Grace_H",8,0.348656459250622
"know-dances-?","Grace_H",9,0.358840592249303
"know-dances-?","Grace_L",0,0.0191896889760954
"know-dances-?","Grace_L",1,0.0164115826056231
"know-dances-?","Grace_L",2,0.0139574583940707
"know-dances-?","Grace_L",3,0.00641474630462137
"know-dances-?","Grace_L",4,0.00394969538216865
"know-dances-?","Grace_L",5,0.00181113556506389
"know-dances-?","Grace_L",6,0.024860122648639
"know-dances-?","Grace_L",7,0.237339118751926
"know-dances-?","Grace_L",8,0.331948059335115
"know-dances-?","Grace_L",9,0.344118392036677
"know-dances-?","Isabella_H",0,0.000790008877451066
"know-dances-?","Isabella_H",1,0.00331622048929043
"know-dances-?","Isabella_H",2,0.00363180250636817
"know-dances-?","Isabella_H",3,0.00473599923421093
"know-dances-?","Isabella_H",4,0.0165335744285762
"know-dances-?","Isabella_H",5,0.0262963735058673
"know-dances-?","Isabella_H",6,0.0268012152812119
"know-dances-?","Isabella_H",7,0.231999053305912
"know-dances-?","Isabella_H",8,0.335104286127086
"know-dances-?","Isabella_H",9,0.350791466244026
"know-dances-?","Isabella_L",0,0.0514021050578902
"know-dances-?","Isabella_L",1,0.0070061684330845
"know-dances-?","Isabella_L",2,0.00334654656937029
"know-dances-?","Isabella_L",3,0.00111606269852724
"know-dances-?","Isabella_L",4,0.00127545556654404
"know-dances-?","Isabella_L",5,0.000956658728687391
"know-dances-?","Isabella_L",6,0.0291478298720891
"know-dances-?","Isabella_L",7,0.224134337595278
"know-dances-?","Isabella_L",8,0.334733476791524
"know-dances-?","Isabella_L",9,0.346881358687005
"know-dances-?","Jackson_H",0,0.000361661942564909
"know-dances-?","Jackson_H",1,0.000180837602982554
"know-dances-?","Jackson_H",2,0.000542472946257193
"know-dances-?","Jackson_H",3,0.0016270609191435
"know-dances-?","Jackson_H",4,0.000904055321562929
"know-dances-?","Jackson_H",5,0.00523891035596742
"know-dances-?","Jackson_H",6,0.027873819748894
"know-dances-?","Jackson_H",7,0.254934955915115
"know-dances-?","Jackson_H",8,0.351707630952296
"know-dances-?","Jackson_H",9,0.356628594295217
"know-dances-?","Jackson_L",0,0.0327246221939319
"know-dances-?","Jackson_L",1,0.0162742968632249
"know-dances-?","Jackson_L",2,0.00933508280057737
"know-dances-?","Jackson_L",3,0.00356077068247735
"know-dances-?","Jackson_L",4,0.00163271604067671
"know-dances-?","Jackson_L",5,0.000987270066251307
"know-dances-?","Jackson_L",6,0.0273516267401262
"know-dances-?","Jackson_L",7,0.232273187575068
"know-dances-?","Jackson_L",8,0.330677693879518
"know-dances-?","Jackson_L",9,0.345182733158149
"know-dances-?","Jayden_H",0,0.00119723482081301
"know-dances-?","Jayden_H",1,0.00153919456352395
"know-dances-?","Jayden_H",2,0.00119723482081301
"know-dances-?","Jayden_H",3,0.00205204471205955
"know-dances-?","Jayden_H",4,0.00649225566588786
"know-dances-?","Jayden_H",5,0.0115511995730459
"know-dances-?","Jayden_H",6,0.0196776219418429
"know-dances-?","Jayden_H",7,0.241855759240558
"know-dances-?","Jayden_H",8,0.343273653666746
"know-dances-?","Jayden_H",9,0.37116380099471
"know-dances-?","Jayden_L",0,0.0493414154428162
"know-dances-?","Jayden_L",1,0.00558780691207453
"know-dances-?","Jayden_L",2,0.00201941514217749
"know-dances-?","Jayden_L",3,0.00186413962042979
"know-dances-?","Jayden_L",4,0.00186413962042979
"know-dances-?","Jayden_L",5,0.00153050250843877
"know-dances-?","Jayden_L",6,0.0295479747899034
"know-dances-?","Jayden_L",7,0.235094259070119
"know-dances-?","Jayden_L",8,0.328971973684442
"know-dances-?","Jayden_L",9,0.34417837320917
"know-dances-?","Jon_H",0,0.000536753330121549
"know-dances-?","Jon_H",2,0.000715645317235704
"know-dances-?","Jon_H",3,0.00143108475262249
"know-dances-?","Jon_H",4,0.00214631839499186
"know-dances-?","Jon_H",5,0.00414943122982986
"know-dances-?","Jon_H",6,0.0318194343894784
"know-dances-?","Jon_H",7,0.24584583281636
"know-dances-?","Jon_H",8,0.349497243032015
"know-dances-?","Jon_H",9,0.363858256737345
"know-dances-?","Jon_L",0,0.0286096079976521
"know-dances-?","Jon_L",1,0.0165845215419616
"know-dances-?","Jon_L",2,0.0106222594844026
"know-dances-?","Jon_L",3,0.00269773250751507
"know-dances-?","Jon_L",4,0.00224833558818159
"know-dances-?","Jon_L",5,0.00150040423227933
"know-dances-?","Jon_L",6,0.0300814978036834
"know-dances-?","Jon_L",7,0.243213336885282
"know-dances-?","Jon_L",8,0.322388831683462
"know-dances-?","Jon_L",9,0.34205347227558
"know-dances-?","Josh_H",0,0.00383941950972743
"know-dances-?","Josh_H",1,0.00288014666300923
"know-dances-?","Josh_H",2,0.00304005239941555
"know-dances-?","Josh_H",3,0.00575680255259337
"know-dances-?","Josh_H",4,0.00847044475049066
"know-dances-?","Josh_H",5,0.0199117013253851
"know-dances-?","Josh_H",6,0.0263419793168547
"know-dances-?","Josh_H",7,0.223849010457149
"know-dances-?","Josh_H",8,0.344911061105574
"know-dances-?","Josh_H",9,0.3609993819198
"know-dances-?","Josh_L",0,0.0238466221121355
"know-dances-?","Josh_L",1,0.015393181004005
"know-dances-?","Josh_L",2,0.010754231524363
"know-dances-?","Josh_L",3,0.0064266043423805
"know-dances-?","Josh_L",4,0.00401877249115036
"know-dances-?","Josh_L",5,0.00252926216780295
"know-dances-?","Josh_L",6,0.0259673138062814
"know-dances-?","Josh_L",7,0.237620198293144
"know-dances-?","Josh_L",8,0.329935774655251
"know-dances-?","Josh_L",9,0.343508039603487
"know-dances-?","Josie_H",1,0.00064144333202497
"know-dances-?","Josie_H",2,0.000320742904451217
"know-dances-?","Josie_H",3,0.000962101291158698
"know-dances-?","Josie_H",4,0.00560687455271996
"know-dances-?","Josie_H",5,0.00714826956308652
"know-dances-?","Josie_H",6,0.0257232863170734
"know-dances-?","Josie_H",7,0.26773564711471
"know-dances-?","Josie_H",8,0.335790412776572
"know-dances-?","Josie_H",9,0.356071222148204
"know-dances-?","Josie_L",0,0.0512860622103758
"know-dances-?","Josie_L",1,0.00676288739987053
"know-dances-?","Josie_L",2,0.00214650982005357
"know-dances-?","Josie_L",3,0.00148626109033498
"know-dances-?","Josie_L",4,0.00198146558068945
"know-dances-?","Josie_L",5,0.00108234110808179
"know-dances-?","Josie_L",6,0.0349034226885355
"know-dances-?","Josie_L",7,0.222953471162873
"know-dances-?","Josie_L",8,0.329527847442487
"know-dances-?","Josie_L",9,0.347869731496698
"know-dances-?","Julian_H",1,0.00151849100701251
"know-dances-?","Julian_H",2,0.00219306861258363
"know-dances-?","Julian_H",3,0.00354165676713107
"know-dances-?","Julian_H",4,0.0112813975599482
"know-dances-?","Julian_H",5,0.0195322097913873
"know-dances-?","Julian_H",6,0.0379169764045526
"know-dances-?","Julian_H",7,0.207809664544938
"know-dances-?","Julian_H",8,0.351371774484735
"know-dances-?","Julian_H",9,0.364834760827711
"know-dances-?","Julian_L",0,0.00610941004012971
"know-dances-?","Julian_L",1,0.00970476144265509
"know-dances-?","Julian_L",2,0.0131385086120956
"know-dances-?","Julian_L",3,0.0139181862732022
"know-dances-?","Julian_L",4,0.0118904704092777
"know-dances-?","Julian_L",5,0.00903001650590264
"know-dances-?","Julian_L",6,0.0348317504877451
"know-dances-?","Julian_L",7,0.216772040632895
"know-dances-?","Julian_L",8,0.335190266746469
"know-dances-?","Julian_L",9,0.349414588849629
"know-dances-?","Mary_H",0,0.00194651716336146
"know-dances-?","Mary_H",1,0.000354023037173402
"know-dances-?","Mary_H",2,0.000707996797259625
"know-dances-?","Mary_H",3,0.00123886510348418
"know-dances-?","Mary_H",4,0.00141579660357339
"know-dances-?","Mary_H",5,0.00163843144741789
"know-dances-?","Mary_H",6,0.052619147191168
"know-dances-?","Mary_H",7,0.226054771935069
"know-dances-?","Mary_H",8,0.35894791609097
"know-dances-?","Mary_H",9,0.355076534630523
"know-dances-?","Mary_L",0,0.0325024576987176
"know-dances-?","Mary_L",1,0.0148168957746268
"know-dances-?","Mary_L",2,0.0083659967355135
"know-dances-?","Mary_L",3,0.00505482154307813
"know-dances-?","Mary_L",4,0.00252880443614378
"know-dances-?","Mary_L",5,0.0014921370030361
"know-dances-?","Mary_L",6,0.0304850769416652
"know-dances-?","Mary_L",7,0.217940378002617
"know-dances-?","Mary_L",8,0.336999474295636
"know-dances-?","Mary_L",9,0.349813957568966
"know-dances-?","Mia_H",0,0.00114895504276744
"know-dances-?","Mia_H",1,0.00180524655411112
"know-dances-?","Mia_H",2,0.00393691836705263
"know-dances-?","Mia_H",3,0.00508393421142009
"know-dances-?","Mia_H",4,0.0113007493424226
"know-dances-?","Mia_H",5,0.0201190723458582
"know-dances-?","Mia_H",6,0.0314558330009081
"know-dances-?","Mia_H",7,0.233586032332774
"know-dances-?","Mia_H",8,0.33904668133334
"know-dances-?","Mia_H",9,0.352516577469346
"know-dances-?","Mia_L",0,0.0360018646692385
"know-dances-?","Mia_L",1,0.0108462567144678
"know-dances-?","Mia_L",2,0.00611701614737744
"know-dances-?","Mia_L",3,0.00382508844799911
"know-dances-?","Mia_L",4,0.00290766144142682
"know-dances-?","Mia_L",5,0.00336192262456541
"know-dances-?","Mia_L",6,0.0284528250205705
"know-dances-?","Mia_L",7,0.242722131753405
"know-dances-?","Mia_L",8,0.323564404927329
"know-dances-?","Mia_L",9,0.342200828253621
"know-dances-?","Olivia_H",0,0.00243465179624678
"know-dances-?","Olivia_H",1,0.000521911730937022
"know-dances-?","Olivia_H",2,0.00226082705979784
"know-dances-?","Olivia_H",3,0.00208699024744614
"know-dances-?","Olivia_H",4,0.00295605296633796
"know-dances-?","Olivia_H",5,0.00538781363215174
"know-dances-?","Olivia_H",6,0.0255666504363244
"know-dances-?","Olivia_H",7,0.233095666513548
"know-dances-?","Olivia_H",8,0.354830787570134
"know-dances-?","Olivia_H",9,0.370858648047076
"know-dances-?","Olivia_L",0,0.0345092733358134
"know-dances-?","Olivia_L",1,0.0158498400357931
"know-dances-?","Olivia_L",2,0.00622883317851242
"know-dances-?","Olivia_L",3,0.0026493428246061
"know-dances-?","Olivia_L",4,0.00218203627365486
"know-dances-?","Olivia_L",5,0.00202624609123652
"know-dances-?","Olivia_L",6,0.036155060187655
"know-dances-?","Olivia_L",7,0.222128724194634
"know-dances-?","Olivia_L",8,0.332572672626397
"know-dances-?","Olivia_L",9,0.345697971251698
"know-dances-?","Owen_H",0,0.000519895136737873
"know-dances-?","Owen_H",1,0.00034660851840191
"know-dances-?","Owen_H",3,0.00173257315022043
"know-dances-?","Owen_H",4,0.00173257315022043
"know-dances-?","Owen_H",5,0.00771240111693242
"know-dances-?","Owen_H",6,0.0250304601453862
"know-dances-?","Owen_H",7,0.236886853104691
"know-dances-?","Owen_H",8,0.352284339704687
"know-dances-?","Owen_H",9,0.373754295972723
"know-dances-?","Owen_L",0,0.0272654564474822
"know-dances-?","Owen_L",1,0.0148831299323719
"know-dances-?","Owen_L",2,0.00858581238498543
"know-dances-?","Owen_L",3,0.0043779332365217
"know-dances-?","Owen_L",4,0.00291955301579984
"know-dances-?","Owen_L",5,0.00326566127919358
"know-dances-?","Owen_L",6,0.0295119891955202
"know-dances-?","Owen_L",7,0.23163767772938
"know-dances-?","Owen_L",8,0.328533566643713
"know-dances-?","Owen_L",9,0.349019220135033
"know-dances-?","Sophia_H",0,0.000822817575133138
"know-dances-?","Sophia_H",1,0.000658276505288621
"know-dances-?","Sophia_H",2,0.00180982766448828
"know-dances-?","Sophia_H",3,0.00230318102049487
"know-dances-?","Sophia_H",4,0.00854358451549172
"know-dances-?","Sophia_H",5,0.0161029623397422
"know-dances-?","Sophia_H",6,0.0232662947550688
"know-dances-?","Sophia_H",7,0.23707956431436
"know-dances-?","Sophia_H",8,0.346748200904186
"know-dances-?","Sophia_H",9,0.362665290405747
"know-dances-?","Sophia_L",0,0.00868039163429989
"know-dances-?","Sophia_L",1,0.00978276774637836
"know-dances-?","Sophia_L",2,0.0099402059365314
"know-dances-?","Sophia_L",3,0.00978276774637836
"know-dances-?","Sophia_L",4,0.010884603084425
"know-dances-?","Sophia_L",5,0.00868039163429989
"know-dances-?","Sophia_L",6,0.0306320365653878
"know-dances-?","Sophia_L",7,0.241376169854617
"know-dances-?","Sophia_L",8,0.327185636260932
"know-dances-?","Sophia_L",9,0.34305502953675
"know-dances-?","Tony_H",1,0.000179439553861978
"know-dances-?","Tony_H",3,0.000538280289729936
"know-dances-?","Tony_H",4,0.00394471235929286
"know-dances-?","Tony_H",5,0.00763220282519256
"know-dances-?","Tony_H",6,0.0331220401942112
"know-dances-?","Tony_H",7,0.228165274127348
"know-dances-?","Tony_H",8,0.354300457136259
"know-dances-?","Tony_H",9,0.372117593514104
"know-dances-?","Tony_L",0,0.0354905611117021
"know-dances-?","Tony_L",1,0.0137861974355603
"know-dances-?","Tony_L",2,0.00645415231301911
"know-dances-?","Tony_L",3,0.00315435846126688
"know-dances-?","Tony_L",4,0.00180303594524392
"know-dances-?","Tony_L",5,0.00191912152028122
"know-dances-?","Tony_L",6,0.0302136274300807
"know-dances-?","Tony_L",7,0.241545240857476
"know-dances-?","Tony_L",8,0.3256470505016
"know-dances-?","Tony_L",9,0.339986654423769
"know-dances-?","Zoe_H",0,0.000334731520846672
"know-dances-?","Zoe_H",3,0.00100405979845653
"know-dances-?","Zoe_H",4,0.00217495206733119
"know-dances-?","Zoe_H",5,0.0070199397574477
"know-dances-?","Zoe_H",6,0.028481530159438
"know-dances-?","Zoe_H",7,0.240545785484414
"know-dances-?","Zoe_H",8,0.357607206276764
"know-dances-?","Zoe_H",9,0.362831794935302
"know-dances-?","Zoe_L",0,0.0384285092162498
"know-dances-?","Zoe_L",1,0.012829665736195
"know-dances-?","Zoe_L",2,0.00658437042214282
"know-dances-?","Zoe_L",3,0.00273244902279974
"know-dances-?","Zoe_L",4,0.00176843486979249
"know-dances-?","Zoe_L",5,0.000741807798916606
"know-dances-?","Zoe_L",6,0.0328402115577967
"know-dances-?","Zoe_L",7,0.234391109699137
"know-dances-?","Zoe_L",8,0.326008961035654
"know-dances-?","Zoe_L",9,0.343674480641316
"know-doesnt_dance-?","Charley_H",0,0.348508208905624
"know-doesnt_dance-?","Charley_H",1,0.332019160631666
"know-doesnt_dance-?","Charley_H",2,0.227963516794
"know-doesnt_dance-?","Charley_H",3,0.0248968065318426
"know-doesnt_dance-?","Charley_H",4,0.00135426414639189
"know-doesnt_dance-?","Charley_H",5,0.00195651022464915
"know-doesnt_dance-?","Charley_H",6,0.00423698784333477
"know-doesnt_dance-?","Charley_H",7,0.0105777499820827
"know-doesnt_dance-?","Charley_H",8,0.016739000713529
"know-doesnt_dance-?","Charley_H",9,0.0317477942268797
"know-doesnt_dance-?","Charley_L",0,0.363781932191146
"know-doesnt_dance-?","Charley_L",1,0.347064156951686
"know-doesnt_dance-?","Charley_L",2,0.239020965568748
"know-doesnt_dance-?","Charley_L",3,0.0350168250523091
"know-doesnt_dance-?","Charley_L",4,0.00715536941157216
"know-doesnt_dance-?","Charley_L",5,0.00513988522444473
"know-doesnt_dance-?","Charley_L",6,0.000829738527228384
"know-doesnt_dance-?","Charley_L",7,0.00165919816221975
"know-doesnt_dance-?","Charley_L",9,0.000331928910646247
"know-doesnt_dance-?","Danny_H",0,0.344031226075527
"know-doesnt_dance-?","Danny_H",1,0.329904774509776
"know-doesnt_dance-?","Danny_H",2,0.237702136701999
"know-doesnt_dance-?","Danny_H",3,0.0232304217206387
"know-doesnt_dance-?","Danny_H",4,0.00421353846778029
"know-doesnt_dance-?","Danny_H",5,0.0143476569165652
"know-doesnt_dance-?","Danny_H",6,0.0130759813577831
"know-doesnt_dance-?","Danny_H",7,0.0154597873203201
"know-doesnt_dance-?","Danny_H",8,0.01053048591268
"know-doesnt_dance-?","Danny_H",9,0.00750399101693124
"know-doesnt_dance-?","Danny_L",0,0.360795107963514
"know-doesnt_dance-?","Danny_L",1,0.349018617238577
"know-doesnt_dance-?","Danny_L",2,0.244088248849301
"know-doesnt_dance-?","Danny_L",3,0.0315914337728517
"know-doesnt_dance-?","Danny_L",4,0.00497321755675205
"know-doesnt_dance-?","Danny_L",5,0.00476505747781863
"know-doesnt_dance-?","Danny_L",6,0.00187307135038661
"know-doesnt_dance-?","Danny_L",7,0.00102184942285446
"know-doesnt_dance-?","Danny_L",8,0.00119211700298193
"know-doesnt_dance-?","Danny_L",9,0.000681279364962168
"know-doesnt_dance-?","Emily_H",0,0.3520769035009
"know-doesnt_dance-?","Emily_H",1,0.337695971164091
"know-doesnt_dance-?","Emily_H",2,0.229418696003015
"know-doesnt_dance-?","Emily_H",3,0.0278534110036085
"know-doesnt_dance-?","Emily_H",4,0.0129359788310663
"know-doesnt_dance-?","Emily_H",5,0.0176367459772597
"know-doesnt_dance-?","Emily_H",6,0.00923958223289802
"know-doesnt_dance-?","Emily_H",7,0.00600180255429909
"know-doesnt_dance-?","Emily_H",8,0.00308394066954488
"know-doesnt_dance-?","Emily_H",9,0.00405696806331663
"know-doesnt_dance-?","Emily_L",0,0.352705191602785
"know-doesnt_dance-?","Emily_L",1,0.351735960046471
"know-doesnt_dance-?","Emily_L",2,0.266965094415851
"know-doesnt_dance-?","Emily_L",3,0.0244063005173982
"know-doesnt_dance-?","Emily_L",4,0.00089249823137886
"know-doesnt_dance-?","Emily_L",5,0.00208080205798203
"know-doesnt_dance-?","Emily_L",6,0.000520361569134247
"know-doesnt_dance-?","Emily_L",7,0.000693791558999794
"know-doesnt_dance-?","Emma_H",0,0.342463888821476
"know-doesnt_dance-?","Emma_H",1,0.324901283230346
"know-doesnt_dance-?","Emma_H",2,0.244950184834317
"know-doesnt_dance-?","Emma_H",3,0.0238367811606128
"know-doesnt_dance-?","Emma_H",4,0.00273029533429847
"know-doesnt_dance-?","Emma_H",5,0.0108623828129491
"know-doesnt_dance-?","Emma_H",6,0.0134924633756094
"know-doesnt_dance-?","Emma_H",7,0.0142654288034152
"know-doesnt_dance-?","Emma_H",8,0.0130285559216303
"know-doesnt_dance-?","Emma_H",9,0.00946873570534532
"know-doesnt_dance-?","Emma_L",0,0.357229804560534
"know-doesnt_dance-?","Emma_L",1,0.34449180665044
"know-doesnt_dance-?","Emma_L",2,0.246338745492748
"know-doesnt_dance-?","Emma_L",3,0.03162422508858
"know-doesnt_dance-?","Emma_L",4,0.00509829574296998
"know-doesnt_dance-?","Emma_L",5,0.00683620136404339
"know-doesnt_dance-?","Emma_L",6,0.00427484414578421
"know-doesnt_dance-?","Emma_L",7,0.00205284887724089
"know-doesnt_dance-?","Emma_L",8,0.000684472547731361
"know-doesnt_dance-?","Emma_L",9,0.00136875552992699
"know-doesnt_dance-?","Frank_H",0,0.338203199990698
"know-doesnt_dance-?","Frank_H",1,0.324044849735023
"know-doesnt_dance-?","Frank_H",2,0.242249150793139
"know-doesnt_dance-?","Frank_H",3,0.0324648089963452
"know-doesnt_dance-?","Frank_H",4,0.00687712309202156
"know-doesnt_dance-?","Frank_H",5,0.0165459251564374
"know-doesnt_dance-?","Frank_H",6,0.0123459493084179
"know-doesnt_dance-?","Frank_H",7,0.0112947085342357
"know-doesnt_dance-?","Frank_H",8,0.00934107895495761
"know-doesnt_dance-?","Frank_H",9,0.00663320543872473
"know-doesnt_dance-?","Frank_L",0,0.34883385415047
"know-doesnt_dance-?","Frank_L",1,0.358032988684641
"know-doesnt_dance-?","Frank_L",2,0.259395375898536
"know-doesnt_dance-?","Frank_L",3,0.0282499122742929
"know-doesnt_dance-?","Frank_L",4,0.00135337125316159
"know-doesnt_dance-?","Frank_L",5,0.000539323711329537
"know-doesnt_dance-?","Frank_L",6,0.000539323711329537
"know-doesnt_dance-?","Frank_L",7,0.00107853316072502
"know-doesnt_dance-?","Frank_L",8,0.00125824427556391
"know-doesnt_dance-?","Frank_L",9,0.000719072879950668
"know-doesnt_dance-?","Grace_H",0,0.338395685239821
"know-doesnt_dance-?","Grace_H",1,0.325275011354574
"know-doesnt_dance-?","Grace_H",2,0.243581090847455
"know-doesnt_dance-?","Grace_H",3,0.0279825538997549
"know-doesnt_dance-?","Grace_H",4,0.0010325051308498
"know-doesnt_dance-?","Grace_H",5,0.00467869523646141
"know-doesnt_dance-?","Grace_H",6,0.00730613041148649
"know-doesnt_dance-?","Grace_H",7,0.0135701973096084
"know-doesnt_dance-?","Grace_H",8,0.0160418080744698
"know-doesnt_dance-?","Grace_H",9,0.0221363224955185
"know-doesnt_dance-?","Grace_L",0,0.368563355321232
"know-doesnt_dance-?","Grace_L",1,0.357798201642195
"know-doesnt_dance-?","Grace_L",2,0.236563151231207
"know-doesnt_dance-?","Grace_L",3,0.0246875565719625
"know-doesnt_dance-?","Grace_L",4,0.00391070029861701
"know-doesnt_dance-?","Grace_L",5,0.00202719737750979
"know-doesnt_dance-?","Grace_L",6,0.0031322557814346
"know-doesnt_dance-?","Grace_L",7,0.00202719737750979
"know-doesnt_dance-?","Grace_L",8,0.000737350981473087
"know-doesnt_dance-?","Grace_L",9,0.000553033416859884
"know-doesnt_dance-?","Isabella_H",0,0.350313061348407
"know-doesnt_dance-?","Isabella_H",1,0.338756441373323
"know-doesnt_dance-?","Isabella_H",2,0.221512619246187
"know-doesnt_dance-?","Isabella_H",3,0.033776149361832
"know-doesnt_dance-?","Isabella_H",4,0.015692949461942
"know-doesnt_dance-?","Isabella_H",5,0.0265369389057908
"know-doesnt_dance-?","Isabella_H",6,0.00599362013401955
"know-doesnt_dance-?","Isabella_H",7,0.00362957956357582
"know-doesnt_dance-?","Isabella_H",8,0.00252552982446363
"know-doesnt_dance-?","Isabella_H",9,0.00126311078045959
"know-doesnt_dance-?","Isabella_L",0,0.334306962585621
"know-doesnt_dance-?","Isabella_L",1,0.358402472212852
"know-doesnt_dance-?","Isabella_L",2,0.260219746732362
"know-doesnt_dance-?","Isabella_L",3,0.0422592372095362
"know-doesnt_dance-?","Isabella_L",4,0.000952109418286563
"know-doesnt_dance-?","Isabella_L",5,0.00105253630090993
"know-doesnt_dance-?","Isabella_L",6,0.000877144293645337
"know-doesnt_dance-?","Isabella_L",7,0.00052632347657124
"know-doesnt_dance-?","Isabella_L",8,0.00052632347657124
"know-doesnt_dance-?","Isabella_L",9,0.000877144293645337
"know-doesnt_dance-?","Jackson_H",0,0.343947833377662
"know-doesnt_dance-?","Jackson_H",1,0.330569279461596
"know-doesnt_dance-?","Jackson_H",2,0.230094048606839
"know-doesnt_dance-?","Jackson_H",3,0.0303547391229883
"know-doesnt_dance-?","Jackson_H",4,0.00082799165707329
"know-doesnt_dance-?","Jackson_H",5,0.0047981290120573
"know-doesnt_dance-?","Jackson_H",6,0.0084312935131567
